autID,nume,prenume
3322,Assollant,Alfred
3323,Doe,Pratt Food Company
3324,Wrong,George McKinnon
3325,Brown,Arthur Judson
3326,Steward,T. G. (Theophilus Gould)
3327,Fraser,William Alexander
3328,Dekker,Thomas
3329,Desnoyers,Fernand
3330,Smith,Wade C. (Wade Cothran)
3331,Proctor,Richard A. (Richard Anthony)
3332,Marsden,William
3333,Upton,Bertha
3334,Egbert,H. M.
3335,de Lisieux,Saint
3336,Siljo,Juhani
3337,Arago,François
3338,Betson,Thomas
3339,Hickey,Emily Henrietta
3340,Frank T. (Frank Thomas),Sir
3341,Poynter,E. Frances (Eleanor Frances)
3342,Todd,Burbank L.
3343,Overton,John Henry
3344,Abbey,Charles J. (Charles John)
3345,Neihardt,John Gneisenau
3346,Chavette,Eugène
3347,Seiss,Joseph Augustus
3348,Snelling,Henry Hunt
3349,Harland,Marion
3350,Showerman,Grant
3351,Doe,American lady
3352,Younghusband,G. J. (George John)
3353,Fortune,Timothy Thomas
3354,Ridley,William
3355,Barrès,Maurice
3356,Bourget,Paul
3357,de Lorris,active 1230
3358,Jean,de Meun
3359,Mirbeau,Octave
3360,Evans,Caradoc
3361,Fabre,Jean-Henri
3362,Huizinga,Johan
3363,Gorter,Herman
3364,Ibn Tufayl,Muhammad ibn 'Abd al-Malik
3365,Wallace,Lew
3366,Bolton,Charles E. (Charles Edward)
3367,Jones,W. Tudor (William Tudor)
3368,Moodie,Susanna
3369,Allingham,William
3370,Teirlinck,Herman
3371,Potgieter,E. J. (Everhardus Johannes)
3372,Obdržálek,Peregrin
3373,Van Name,Addison
3374,Charles Alfred,Baron de
3375,Retté,Adolphe
3376,Percival,John
3377,Bain,George Washington
3378,Luckhoff,A. D. (August D.)
3379,Smith,F. Clifford (Frank Clifford)
3380,Goodwin,C. C. (Charles Carroll)
3381,Moinaux,Jules
3382,Willson,Arabella M.
3383,Collodi,Carlo
3384,Watson,William Henry Lowe
3385,Hart,William S.
3386,Sotheran,Charles
3387,Snow,Alpheus Henry
3388,Foley,James W. (James William)
3389,Corbière,Tristan
3390,Jarry,Alfred
3391,Sade,marquis de
3392,Gourmont,Remy de
3393,Farges,Albert
3394,Roberty,E. de (Eugène)
3395,Sanger,Margaret
3396,Harris,Frank
3397,Goodrich,C. L. (Charles Landon)
3398,Dorsey,Anna Hanson
3399,Dyson,Edward
3400,Ransom,Sidney
3401,Grigsby,Hugh Blair
3402,Chapin,Anna Alice
3403,Von Hutten,Bettina
3404,Martin Luther,Jr.
3405,Parmele,Mary Platt
3406,Harrison,James
3407,Henry Neville,active 1672-1710
3408,Doughty,Francis Worcester
3409,Bouvier,J. B. (Jean Baptiste)
3410,Norton,Andre
3411,Paxson,Susan
3412,Thurston,E. Temple (Ernest Temple)
3413,Cumming,R. D. (Robert Dalziel)
3414,Milne,James
3415,Lardner,Ring
3416,Eliot,Charles William
3417,Stevenson,Matilda Coxe Evans
3418,Ronald Sutherland,Lord
3419,P. Chalmers (Peter Chalmers),Sir
3420,Parker,Richard Green
3421,Meem,J. C.
3422,Romanes,George John
3423,Bartlett,D. W. (David W.)
3424,Powell,John Wesley
3425,Rossetti,Christina Georgina
3426,Edgeworth,Richard Lovell
3427,Ghislanzoni,Antonio
3428,Quigley,Hugh
3429,Parker,Lottie Blair
3430,Grismer,Joseph Rhode
3431,Beard,Charles A. (Charles Austin)
3432,Beard,Mary Ritter
3433,Goudemetz,Henry
3434,Lutz,R. R. (Rufus Rolla)
3435,Browne,E. Gordon (Edgar Gordon)
3436,Bradley,A. C. (Andrew Cecil)
3437,Hayes,C. F. (Charles Frederic)
3438,O'Connor,J. C. (John Charles)
3439,Browne,Porter Emerson
3440,Towne,Charles Hanson
3441,Roberts,Enos Herbert Glynne
3442,Hubbell,Walter
3443,Doe,Lydia E. Pinkham Medicine Company
3444,Slattery,John T. (John Theodore)
3445,Potter,John Hasloch
3446,Doe,Memini
3447,Bagley,William C. (William Chandler)
3448,Clarke,Michael
3449,Mitchell,Lebbeus
3450,Logan,Innes
3451,Eveleth,Stanford
3452,Mitchell,J. Murray (John Murray)
3453,Paton,A. A. (Andrew Archibald)
3454,Joseph,Jr.
3455,Doe,Church of Jesus Christ of Latter-day Saints
3456,Alexander,schoolmaster
5634,Jack,George
5635,Hall,Herbert J. (Herbert James)
5636,Beard,Daniel Carter
5637,Vandenburg,G. L.
5638,Canton,William
5639,Jackson,Gabrielle E. (Gabrielle Emilie)
5640,Francatelli,Charles Elmé
5641,Bayne,Samuel G. (Samuel Gamble)
5642,Doe,Persius
5643,Chaucer,Geoffrey
5644,Ahlqvist,August
5645,Keyworth,J. W.
5646,English,Douglas
5647,Dent,John Charles
5648,Meek,S. P. (Sterner St. Paul)
5649,Knowles,Matilda Darroch
5650,Knowles,James
5651,Perry,Ralph Barton
5652,Burton,John Hill
5653,Doe,Jón Hjaltason
5654,Doe,Ingimundur Sveinsson
5655,Stewart,Charles D. (Charles David)
5656,Purves,George Tybout
5657,Oppenheim,L. (Lassa)
5658,Schmid,Rudolf
5659,Bullinger,Heinrich
5660,Vermigli,Pietro Martire
5661,Lanciani,Rodolfo Amedeo
5662,Vincent,Harl
5663,Charlier,C. V. L. (Carl Vilhelm Ludwig)
5664,Stern,Sigmon Martin
5665,Gellert,Christian Fürchtegott
5666,Leamy,Edmund
5667,Kelley,J. D. Jerrold (James Douglas Jerrold)
5668,Lane-Poole,Stanley
5669,Foley,Kate M.
5670,Ernst,Paul
5671,Froest,Frank
5672,Morison,William
5673,Sparks,David R.
5674,Sullivan,W. R. Washington (William Robert Washington)
5675,Moreton,Charles
5676,Weatherly,Frederic Edward
5677,Marzials,Ada M.
5678,Doe,Terence
5679,Trotter,I. Lilias (Isabella Lilias)
5680,Poole,Bertram W. H. (Bertram William Henry)
5681,Roch,Éline
5682,Hession,Revel
5683,Hession,Roy
5684,Richardson,James Hugh
5685,Baker,Sarah S. (Sarah Schoonmaker)
5686,Rippey,Sarah Cory
5687,Murray,David Christie
5688,Doe,J. L. B.
5689,Herzog,Rudolf
5690,Walk,Charles Edmonds
5691,Cumont,Franz Valery Marie
5692,Simak,Clifford D.
5693,Tagore,Rabindranath
5694,Jacobi,Carl Richard
5695,MacBeth,R. G. (Roderick George)
5696,Hamilton,Levi Jackson
5697,Crowther,Mary Owens
5698,Winterbotham,R. R. (Russell Robert)
5699,Waldeyer,Graph
5700,Fuller,Anna
5701,Jones,Edward Smyth
5702,Moule,H. C. G. (Handley Carr Glyn)
5703,Anderson,Poul
5704,Ginther,Pemberton
5705,Mathews,Cornelius
5706,Morgan,J. de (Jacques)
5707,West,John
5708,De Koven,Anna
5709,Fox,Frank
5710,Crellin,H. N. (Horatio Nelson)
5711,Massé,H. J. L. J. (Henri Jean Louis Joseph)
5712,Hawes,Stephen
5713,La Landelle,G. de
5714,Kainen,Jacob
5715,Fournel,Victor
5716,Winslow,Helen M. (Helen Maria)
5717,Guyon,Jeanne Marie Bouvier de la Motte
5718,Bennet,Robert Ames
5719,Eustace,Robert
5720,Boone,Silas K.
5721,Thorndike,Ashley Horace
5722,Stevens,Isaac Newton
5723,Bailey,John Cann
5724,Robinson,Eliot H. (Eliot Harlow)
5725,Petrucci,Raphaël
5726,Black,Margaret Moyes
5727,Arriaga,Manuel de
5728,Weinbaum,Stanley Grauman
5729,Fairbanks,Harold W. (Harold Wellman)
5730,Scott-James,R. A. (Rolfe Arnold)
5731,Taylor,C. Bryson
5732,Edman,Irwin
5733,Allison,Samuel B. (Samuel Buell)
5734,Meyer,Zoe
5735,Delafield,John
5736,Wallace,F. L. (Floyd L.)
5737,Tennyson,A. B. S. (Alfred Browning Stanley)
5738,James Bryce,Viscount
5739,Nichols,George Herbert Fosdike
5740,Reese,A. M. (Albert Moore)
5741,Pessanha,Camilo Almeida
5742,Studd,C. T. (Charles Thomas)
5743,Janifer,Laurence M.
5744,Garrett,Randall
5745,Doe,Florian
5746,Morton,Edward
5747,Pierre Alexandre Édouard,baron
5748,Fyfe,H. B. (Horace Bowne)
5749,Hughes,Vincent
5750,Bronson,Edgar Beecher
5751,Amos,Flora Ross
5752,Reuter,Christian
5753,Hecht,Ben
5754,Sharswood,George
5755,Löfving,Stefan
5756,Coyne,James H. (James Henry)
5757,Abercrombie,John
5758,Hutton,William Holden
5759,Bèze,Théodore de
5760,Merriam,George Spring
5761,Doe,R. M.
5762,Meyer,F. B. (Frederick Brotherton)
5763,Barroso,Carlos
5764,Berens,E. M.
5765,Villey,Pierre
5766,Chédieu de Robethon,Émile
5767,Delphine de Sabran,marquise de
5768,Brougnes,Auguste
5769,Gilbert,Henry
5770,Adams,Joseph Quincy
5771,Searchfield,Emilie
5772,Foxe,John
5773,Willis,Nathaniel Parker
5774,Woolson,Constance Fenimore
5775,Foote,Mary Hallock
5776,Hopkins,Gerard Manley
5777,Stuart,Florence Partello
5778,Sullivan,May Kellogg
5779,Martineau,Harriet
5780,Leblanc,Georgette
5781,Moreck,Curt
5782,Baerlein,Henry
5783,Ordway,Edith B. (Edith Bertha)
5784,Kelley,Truman Lee
5785,Ruch,G. M. (Giles Murrel)
5786,Cole,Everett B.
5787,Jones,Owen
5788,Clare,John
5789,Forster,E. M. (Edward Morgan)
5790,Ayres,Alfred
5791,Watson,Paul Barron
5792,Pullan,Leighton
5793,Lande,Irving W.
5794,DeKy,Thornton
5795,Beirão,Mário Pires Gomes
5796,Leftwich,Edmund Harry
5797,Wolf,George D.
5798,Fort,Charles
5799,Pennell,T. L. (Theodore Leighton)
5800,Sackville-West,Vita (Victoria Mary)
5801,Dufau,Th.
5802,Shepherd,Ambrose
5803,Rockwell,F. F. (Frederick Frye)
5804,Northcote,Rosalind
5805,Orr,Lucinda Lee
5806,Marlys,Jean
5807,Praga,Marco
5808,Trusler,John
5809,Montanari,Geminiano
5810,Antonio,active 1613
5811,Scaruffi,Gasparo
5812,Treves,Virginia
5813,Fogazzaro,Antonio
5814,Guidi,Tommasina
5815,Sangiorgio,Gaetano
5816,Vertua Gentile,Anna
5817,Júnior,João Baptista Gomes
5818,Pimentel,Alberto
5819,Merliss,Reuben (Reuben Robert)
5820,Clifton,Mark
5821,Henschke,Alfred
5822,McCombie,William
5823,Moore,Joel R. (Joel Roscoe)
5824,Jahns,Lewis E.
5825,Mead,Harry H.
5826,Samachson,Joseph
5827,Jones,Raymond F.
5828,Sampson,Emma Speed
5829,Mackie,J. Milton (John Milton)
5830,Charless,Charlotte Taylor Blow
5831,Doe,Jami
5832,Austen-Leigh,Richard Arthur
5833,Austen-Leigh,William
5834,Wellman,Manly Wade
5835,Talmage,James E. (James Edward)
5836,Brossard,David
5837,Brackett,Leigh Douglass
5838,Cocking,Ron
5839,Godwin,Tom
5840,Strickland,W. P. (William Peter)
5841,La Harpe,Jean-François de
5842,Pohl,Frederik
5843,Knight,Damon
5844,Burgersdijk,L. A. J. (Leendert Alexander Johannes)
5845,Keysor,Jennie Ellis
5846,Stockley,Cynthia
5847,Le Goffic,Charles
5848,Sumner,Charles
5849,Wood,Thomas
5850,Leiber,Fritz
5851,Howard,Francis E. (Francis Edward)
5852,De Leon,T. C. (Thomas Cooper)
5853,Oakey,Daniel
5854,Cowling,Henry
5855,Alexander,De Alva Stanwood
5856,Hayens,Herbert
5857,Harmon,Jim
5858,Cole,Les
5859,Bailey,William Francis
5860,Smith,David Eugene
5861,Karpinski,Louis Charles
5862,Hale,Horatio
5863,Russell,John E. (John Edwards)
5864,Penniman,James Hosmer
5865,Harper,Henry Howard
5866,Koopman,Harry Lyman
5867,Roberts,W. (William)
5868,Spofford,Ainsworth Rand
5869,Grimarest,Jean-Léonor Le Gallois de
5870,Negreiros,José Sobral de Almada
5871,Cross,C. F. (Charles Frederick)
5872,Bevan,E. J. (Edward John)
5873,Almeida,José Valentim Fialho de
5874,Sprague,Charles
5875,Kroeh,Charles Frederick
5876,M.,Antonino
5877,Abd Salam,active 1820
5878,Pascoais,Teixeira de
5879,Arnault,A.-V. (Antoine-Vincent)
5880,Sadão,Elisino
5881,Raabe,Heinrich August
5882,Wright,Joseph
5883,Snyder,Jean M.
5884,O'Neill,Eugene
5885,Bergh van Eysinga-Elias,Jeanette van den
5886,Rapisardi,Mario
5887,Parreira,Carlos
5888,Lerrigo,Charles Henry
5889,Dumont,Júlio
5890,Santos,C. Afonso dos
5891,Riehl,Wilhelm Heinrich
5892,Moukhanoff,Michael
5893,Doe,Babcock & Wilcox Company
5894,Kompert,Leopold
5895,Senarens,Luis
5896,Devereux,Margaret
5897,Abbott,G. F. (George Frederick)
5898,Forte,Arnaldo
5899,Boto,António Tomás
5900,Spivak,John L. (John Louis)
5901,Cresee,Franklin Allison
5902,Doe,Hawaii
5903,Doe,United States. Patent Office
5904,Bertrand,H.
5905,Gunter,Archibald Clavering
5906,Furniss,Harry
5907,Burnet,John
5908,Mason,Walt
5909,Bury,Mrs.
5910,Allan,P. B. M. (Philip Bertram Murray)
5911,Scott,Duncan Campbell
5912,Rose,Elise Whitlock
5913,Hansen,Marcus Lee
5914,Raleigh,Walter
5915,Winkel,L. A. te
5916,Vries,M. de (Matthias)
5917,Proença,Raul Sangreman
5918,Du Chaillu,Paul B. (Paul Belloni)
5919,Lima,João de Figueiredo Maio e
5920,Quigg,Lemuel Ely
5921,Custance,Olive
5922,Büttner,August
5923,Fanny,Aunt
5924,Doe,Brillat-Savarin
5925,Smith,John Bernhard
5926,Burn Murdoch,W. G. (William Gordon)
5927,Niemann,Karen
5928,Aubert,Eugène
5929,Janson,Kristofer
5930,Apjohn,Fannie Louise
5931,Hogg,James
5932,Baird,Henry Martyn
5933,Presland,John
5934,Jennings,Robert
5935,Pires,Ernesto
5936,Crevaux,Jules
5937,Gillie,E. A.
5938,Baker,B. Granville (Bernard Granville)
5939,Denon,Vivant
5940,McGibeny,Donald
5941,Carus,Paul
5942,Threlfall,Richard
5943,Saint,Bishop of Milan
5944,May,Robert
5945,Godin des Odonais,Jean
5946,Dard,Charlotte-Adelaïde
5947,Brisson,Pierre-Raymond de
5948,Marty,Aletta E.
5949,Power,Tyrone
5950,Pennell,Elizabeth Robins
5951,Hall,Nathan Kelsey
5952,Blossom,Thomas
5953,Powers,Melvin
5954,John,F.R.G.S.
5955,Gray,Joslyn
5956,Fleming,Brandon
5957,Williams,Howard
5958,Dammer,Udo
5959,Löns,Hermann
5960,Myers,Anna Balmer
5961,Koidula,Lydia
5962,Wheldon,Rupert H.
5963,George,surgeon
5964,Edward,Captain R. N.
5965,Mitford,Mary Russell
5966,Higinbotham,H. D.
5967,Arnold,C. D. (Charles Dudley)
5968,Mukerji,Dhan Gopal
5969,the Apostle,Saint
5970,Pope,Alexander
5971,Fenollosa,Mary McNeil
5972,Barnett,Lionel D. (Lionel David)
5973,Quinton,Marie
5974,Rodó,José Enrique
5975,Blicher,Steen Steensen
5976,Moore,Harry
5977,James,Rajah of Sarawak
5978,Widdemer,Margaret
5979,Henry Sumner,Sir
5980,Jacobs,Emilie Van Beil
5981,Whitehill,Dorothy
5982,Coffin,Charles Carleton
5983,Levinger,Elma Ehrlich
5984,Code,Mary L.
5985,Guilmin,Adrien
5986,Bizet,Georges
5987,Whitman,Stephen French
5988,Larcom,Lucy
5989,Scott,Morgan
5990,Anderson,Sherwood
5991,Floyd,William
5992,Blish,James
5993,Julian,George Washington
5994,Gilmore,James R. (James Roberts)
5995,Stuck,Hudson
5996,Budrys,Algis
5997,Schrijnen,Jos.
5998,Markham,Gervase
5999,Bacon,Francis
6000,Ball,Robert S. (Robert Stawell)
6001,Harker,L. Allen (Lizzie Allen)
6002,Chaplin,Heman White
6003,Bierens de Haan,J. D. (Johannes Diderik)
6004,Vigée-Lebrun,Louise-Elisabeth
6005,Vayreda,Marià
6006,Henney,Nella Braddy
6007,Procter,Adelaide Anne
6008,Seacole,Mary
6009,Wilkinson,William Cleaver
6010,Canot,Theodore
6011,Mayer,Brantz
6012,Ocantos,Carlos María
6013,Abbey,Henry
6014,Romero,George A.
6015,Treitschke,Heinrich von
6016,Marcy,Randolph Barnes
6017,Work,Milton C. (Milton Cooper)
6018,Beesley,Lawrence
6019,Winton,Julia de
6020,Lowndes,Robert W.
6021,Wagner,Charles
6022,Putnam,Eleanor
6023,Bates,Arlo
6024,Arnold,Allan
6025,Chapman,J. Wilbur (John Wilbur)
6026,Cullom,Shelby M. (Shelby Moore)
6027,Maréchal,Sylvain
6028,De Morgan,Augustus
6029,Cutten,George Barton
6030,Aycock,Roger D.
6031,Smith,Evelyn E.
6032,Synge,M. B. (Margaret Bertha)
6033,Camões,Luís de
6034,Archer,Richard
6035,Hodson,Thomas
6036,Remondino,P. C. (Peter Charles)
6037,Saint,Bishop of Poitiers
6038,MacApp,C. C.
6039,Clinton,Ed M.
6040,Banta,Frank
6041,Mohler,Will
6042,Sillars,John
6043,Tevis,Walter S.
6044,McConnel,John Ludlum
6045,Ferreira,António Florêncio
6046,Smith,Harriet L. (Harriet Lummis)
6047,Shaw,Larry T.
6048,Carroll,William
6049,Lafferty,R. A.
6050,Hoffman,Charles Fenno
6051,O'Brien,Fitz James
6052,Ludlow,Fitz Hugh
6053,Lefevre,Edwin
6054,Stoddard,Lorimer
6055,Hayes,Augustus Allen
6056,Flagg,Edmund
6057,Urban,Helen M.
6058,Boutell,Charles
6059,Reynolds,Mack
6060,Vaders,Henrietta
6061,Duval,Louis François Marin
6062,Rebouças,Antonio Pereira
6063,Leprohon,Mrs. (Rosanna Eleanor)
6064,Vega,Lope de
6065,Long,Helen Beecher
6066,Herbert,Frank
6067,Agnel,Émile
6068,Stanwood,Avis A. Burnham
6069,Eschstruth,Nataly von
6070,Niese,Charlotte
6071,Wildenbruch,Ernst von
6072,Bethge,Hans
6073,Lee,Robert E. (Robert Edward)
6074,Lee,Hannah Farnham Sawyer
6075,Young,Robert F.
6076,Vloten Elderinck,D. Ph. van
6077,Carrere,Emilio
6078,Jowett,John Henry
6079,Spearman,Frank H. (Frank Hamilton)
6080,Ettlinger,Karl
6081,Lockhart,Caroline
6082,Strange,Michael
6083,Danckaerts,Jasper
6084,Farnham,Albert Burton
6085,Shirley,Dame
6086,Dorset,Catherine Ann Turner
6087,Cecil,Sabina
6088,Cazotte,Jacques
6089,Lawrence,Robert Means
6090,Ellis,Robinson
6091,Farningham,Marianne
6092,Kalff,S.
6093,Glad,Victoria
6094,Coybee,Eden
6095,Peterson,Don
6096,Brackett,Anna C. (Anna Callender)
6097,Rose,Joshua
6098,Best,Harry
6099,Flickinger,Robert Elliott
6100,Nettelbeck,Joachim
6101,Ing,Dean Charles
6102,Duff,J. L.
6103,Senior,William
6104,Tourtel,Mary
6105,Masters,Maxwell T. (Maxwell Tylden)
6106,La Spina,Greye
6107,Young,Rose E. (Rose Emmet)
6108,Taylor,Rachel Annand
6109,Cavins,Elmer W. (Elmer Warren)
6110,Warner-Sleigh,Mrs.
6111,March,Eleanor S.
6112,Chagas,Manuel Pinheiro
6113,Michener,Charles B.
6114,Harbaugh,W. H. (William Heyser)
6115,Doe,United States. Bureau of Animal Industry
6116,Huidekoper,Rush Shippen
6117,Pearson,Leonard
6118,Taylor,J. A.
6119,Cozzens,Frederic S. (Frederic Swartwout)
6120,Philip,Alexander
6121,King,Cecil S.
6122,Petr Alekseevich,kniaz
6123,Mayfield,M. I.
6124,Haseman,Leonard
6125,French,Henry F. (Henry Flagg)
6126,Taylor,James Hudson
6127,Júnior,Faustino Fonseca
6128,Yaco,Murray F.
6129,Delamotte,F. (Freeman)
6130,Bell,M. C.
6131,Bakewell,Esther
6132,Phillips,E.
6133,Phillips,A.
6134,George,G. M.
6135,Hunter,Richard
6136,Archer,Jean C.
6137,Karrik,Valerian Viliamovich
6138,Pharaon,Florian
6139,Taggart,Mabel G.
6140,MacNutt,Francis Augustus
6141,Kent,John
6142,McCarthy,Justin H. (Justin Huntly)
6143,Sumner,George Henry
6144,Chatelain,Clara de
6145,Doe,American Sunday-School Union
6146,Boare,G.
6147,Bergengren,Ralph
6148,Dandy,Jacky
6149,Coeuret,Auguste
6150,Crosland,T. W. H. (Thomas William Hodgson)
6151,Thomson,J. Pringle (James Pringle)
6152,Frith,Henry
6153,Salza,Giuseppe
6154,Church,Samuel Harden
6155,Hardart,F. E.
6156,Martin,George Madden
6157,Lee,John Doyle
6158,Evans,Christopher
6159,La Brète,Jean de
6160,Greene,Julia
6161,Hall,Edith King
6162,Coutinho,Henrique Ernesto de Almeida
6163,Glen,M. A.
6164,Harriet Julia Campbell,Lady
6165,Ferris,Benjamin
6166,Friendly,Aunt
6167,Robertson,Morgan
6168,Metcalfe,Francis
6169,Gilson,Jewett C. (Jewett Castello)
6170,Bartholomew,A. T. (Augustus Theodore)
6171,Jones,Henry Festing
6172,Holden,Edward S. (Edward Singleton)
6173,Morford,Henry
6174,Frick,Jacob G.
6175,Armstrong,William H.
6176,Camo,Sans
6177,Long,Frank Belknap
6178,Smith,Jewell Ellen
6179,Neville,Kris
6180,Reidy,John J.
6181,Allen,James Edgar
6182,La Monte,Robert Rives
6183,Sherman,Henry A.
6184,Sweetser,Arthur
6185,Lamont,Gordon
6186,Doe,Buddha
6187,Camacho,Jorge
6188,Devol,George H.
6189,Régnier,Henri de
6190,Cordeiro,Manoel Caldas
6191,Sabia,Richard
6192,Gimble,Stanley
6193,Molard,Étienne
6194,Caballero,Fernán
6195,Harris,Corra
6196,Palmer,Alice Freeman
6197,Flagg,James Montgomery
6198,Knight,Alice J.
6199,Clay,John Cecil
6200,Doblas,Gonzalo de
6201,Figuier,Louis
6202,Converse,Florence
6203,Carvalho,Ronald de
6204,Guisado,Alfredo Pedro de Meneses
6205,Cortes-Rodrigues,Armando César
6206,Montalvor,Luís de
6207,Campos,Álvaro de
6208,Guimarães,Eduardo
6209,Cisneiros,Violante
6210,Lima,Ângelo Vaz Pinto Azevedo Coutinho de
6211,Leal,Raul de Oliveira Sousa
6212,Lindsay,Norman
6213,Mastin,John
6214,Crane,Thomas Frederick
6215,Woodward,Ashbel
6216,Moore,John Trotwood
6217,Prus,Bolesław
6218,Two-Shoes,Margery
6219,Douglas,Jack
6220,Crane,Frank
6221,Carrington,Hereward
6222,Waller,Mary E. (Mary Ella)
6223,Windsor,H. H. (Henry Haven)
6224,White,Gleeson
6225,Doe,United States. Army. Corps of Engineers. Manhattan District
6226,Stamatov,G. P. (Georgi Porfirievich)
6227,Doe,V. M.
6228,Schimper,Andreas Franz Wilhelm
6229,Foster,W. Bert (Walter Bertram)
6230,Stanton,Henry
6231,Agee,Alva
6232,Leslie,Madeline
6233,Keats,John
6234,Quéré,Jean
6235,Gray,Lucy
6236,Grave,João José
6237,Arthur,Robert
6238,Creswicke,Louis
6239,Roy,Lillian Elizabeth
6240,Propertius,Sextus
6241,Charles,Elizabeth Rundle
6242,Abbott,L. A.
6243,Chapais,Thomas
6244,Saxby,Jessie Margaret Edmondston
6245,Higginbottom,John
6246,Burnett,Alfred
6247,Grabo,Carl Henry
6248,Ingram,Eleanor M. (Eleanor Marie)
6249,Mikszáth,Kálmán
6250,Taylor,Richard
6251,Jameson,Helen Follett
6252,Snyder,Charles M.
6253,Droysen,Johann Gustav
6254,Pertwee,Roland
6255,Montijn-de Fouw,Nelly
6256,Washington,Booker T.
6257,Edmondson,G. C.
6258,Cox,Joseph Bradford
6259,Parkinson,James
6260,Pain,Barry
6261,Winslow,Margaret E.
6262,Sergeant,Adeline
6263,Hardy,Robina F.
6264,Kalff,Gerrit
6265,Clark,Daniel
6266,Jia,Yi
6267,Zhu,Yongchun
6268,Ji,Yun
6269,Li,Ruzhen
6270,Mowry,Sylvester
6271,Whiting,Lilian
6272,Liu,Xie
6273,Li,Yu Xiu
6274,Luo,Guanzhong
6275,Cooper,William
6276,Wu,Jianren
6277,Sagard,Gabriel
6278,Neufeld,Charles
6279,Wilhelm,Ch.
6280,Weiss,George Henry
6281,Lee,Day Kellogg
6282,Shang,Yang
6283,Chuhou,jin shi 1053
6284,Renhu,active 1675-1695
6285,Arthur,Rev.
6286,Damu,16th cent.
6287,Zhu,Xi
6288,Ban,Gu
6289,Weng,Gui
6290,Doe,Huineng
6291,Spicer,William A.
6292,Tang,Xianzu
6293,Hamilton,Gail
6294,Liu,E
6295,Viterbo,Francisco Marques Sousa
6296,Doe,Canada. Post Office Department
6297,Xing,Jian
6298,Huang,Zongxi
6299,Fox,Frances Barton
6300,Hine,C. G. (Charles Gilbert)
6301,Snelleman,Johannes François
6302,Shi,Nai'an
6303,Liu,Zhang
6304,Beck,C. C. (Charles Clarence)
6305,Lakeland,R.
6306,Thomas,Theodore Lockhard
6307,Harness,Charles L.
6308,McNeile,H. C. (Herman Cyril)
6309,Young,Filson
6310,Xu,Hongzu
6311,Doe,Tianhuazangzhuren
6312,Hall,E. Raymond (Eugene Raymond)
6313,Spielmann,M. H. (Marion Harry)
6314,Ostrander,Isabel
6315,Havens,Munson Aldrich
6316,Doe,W. B.
6317,Malling,Mathilda
6318,Stuart,Esmè
6319,Henderson,Archibald
6320,McCrae,John
6321,Kahle,Brewster
6322,Wang,Shifu
6323,Li,Yu
6324,Xiuxing,jin shi 1715
6325,Ying,active 150 B.C.
6326,Terhune,Albert Payson
6327,Lu,Xixing
6328,Zuoqiu,Ming
6329,Zhou,Xingsi
6330,Song,Ye
6331,Mei,active 873-910
6332,Du,Guangting
6333,Richards,Lela Horn
6334,Sanches,António Nunes Ribeiro
6335,Walker,Anne
6336,Donovan,Francis
6337,Martin,Robert J.
6338,Gréville,Henry
6339,Houghton,W. (William)
6340,Barksdale,Lena E.
6341,Liu,Xiang
6342,Zunsi,jin shi 1737
6343,Huangfu,Mi
6344,Lu,Yu
6345,Liu,Xin
6346,Ferrand,Claudius
6347,Ritchie,Lily Munsell
6348,Poole,William Frederick
6349,Buchanan,George
6350,Weekley,Ernest
6351,Devereux,W. Cope
6352,MacCaffrey,James
6353,Wu,Cheng'en
6354,Johnson,E. Pauline
6355,Joseph,Baron
6356,Pater,Walter
6357,Huan,active 1414-1451
6358,Fei,Xin
6359,Su,Manshu
6360,Mann,William W.
6361,Hayes,I. I. (Isaac Israel)
6362,Thurston,I. T. (Ida Treadwell)
6363,Young,E. H. (Emily Hilda)
6364,Burnett,Emma L.
6365,Lorimer,Norma
6366,Winter,Alice Ames
6367,Robert A.,Ph.D.
6368,Napheys,George H. (George Henry)
6369,Egan,Maurice Francis
6370,Guan,Hanqing
6371,Jean-Baptiste-Antoine-Marcelin,baron de
6372,Turner,Nancy Byrd
6373,Duchochois,Peter C.
6374,Boynton,Henry Walcott
6375,Yingyu,16th/17th cent.
6376,Stone,William L. (William Leete)
6377,Donglukuangsheng,17th cent.
6378,Su,Shi
6379,Wang,Junqing
6380,Zamacois,Eduardo
6381,Wu,Jingzi
6382,Yan,Zhitui
6383,Sunzi,ca. 5th cent.
6384,Zicheng,active 1596
6385,Cao,Zhi
6386,Lu,Xun
6387,Herrick,Bertha F.
6388,Gingras,Jules Fabien
6389,Tooker,William Wallace
6390,Liu,Yiqing
6391,Han,Fei
6392,Bai,Xingjian
6393,Wenying,11th cent.
6394,Waters,Margaret
6395,Rödiger,Richard
6396,Guo,Pu
6397,Liu,An
6398,Foster,Edith Francis
6399,Chesterton,Cecil
6400,Rangachari,K.
6401,Tadulinga Mudaliyar,C.
6402,Green,Percy B.
6403,Jones,Paul
6404,Mairet,Ethel M.
6405,Dooley,William H. (William Henry)
6406,Doe,Tianzhuisheng
6407,Worst,John H. (John Henry)
6408,Leale,Charles Augustus
6409,Perk,Jacques Fabrice Herman
6410,Wu,Wo-Yao
6411,Nervander,Johan Jacob
6412,Cory,John
6413,Doe,Daochuo
6414,Stoddard,Lothrop
6415,Zhu,Ziqing
6416,Wang,Guowei
6417,Wu,Beng-Ren
6418,Rutten,Felix
6419,Kuykendall,Roger
