autID,nume,prenume
7535,Palma,Rafael
7536,Short,Richard
7537,Manin,Leonardo
7538,Bryant,Lorinda Munson
7539,Ludwig Salvator,Archduke of Austria
7540,Moss,James A. (James Alfred)
7541,Landa,Gertrude
7542,Blicq,A. Stanley
7543,Harris,H. F. (Henry Fauntleroy)
7544,Hapgood,Hutchins
7545,Vogeler,Heinrich
7546,Brodrick,George C. (George Charles)
7547,Fotheringham,John Knight
7548,Hall,Eliza Calvert
7549,Vollmöller,Karl
7550,Greenwood,Grace
7551,Shi,Hui
7552,Lang,18th cent.
7553,Dorman,Sonya
7554,Tschudi,Johann Jakob von
7555,Addeman,Joshua M. (Joshua Melancthon)
7556,Yanxiazhuren,18th cent.
7557,Souriau,Paul
7558,Bancroft,George
7559,Egan,Jack
7560,Ramus,Petrus
7561,Bogardus,C. A.
7562,Harrison,S. Frances (Susie Frances)
7563,Durham,Andrew Everett
7564,Bunge,Carlos O. (Carlos Octavio)
7565,Paavo-Kallio,Esa
7566,Allen,Martha Meir
7567,Lighton,William R. (William Rheem)
7568,Abreu,Francisco Jorge de
7569,O'Connor,William Douglas
7570,Sébillot,Paul
7571,Haensel,Johann Gottfried
7572,Browne,A. K.
7573,Jarvis,E. K.
7574,Cleaveland,Elizabeth H. Jocelyn (Elizabeth Hannah Jocelyn)
7575,Adams,Franklin P. (Franklin Pierce)
7576,Shaw,George Russell
7577,Biggs,William
7578,Lee,Vernon
7579,Doe,Restif de La Bretonne
7580,Honoré-Gabriel de Riqueti,comte de
7581,Doe,Pigault-Lebrun
7582,Cottin,Madame (Sophie)
7583,Ages,Lucie des
7584,Claire de Durfort,duchesse de
7585,Charrière,Isabelle de
7586,Montolieu,Isabelle de
7587,Doe,Fagan
7588,Ennery,Adolphe d'
7589,Barbara Juliane,Freifrau von
7590,Buxy,B. de (Berthe de)
7591,E. de,Mme.
7592,Harris,Credo Fitch
7593,Warren,John Collins
7594,Bertrand Edward Dawson,Viscount
7595,Ball,W. W. Rouse (Walter William Rouse)
7596,Ambler,Henry Lovejoy
7597,Butler,John James
7598,Sharkey,Jack
7599,Marryat,Frank
7600,Lecomte du Noüy,Hermine Oudinot
7601,Telting,Albartus
7602,Bird,Frederic Mayer
7603,Macedo,José Agostinho de
7604,Gillespie,George
7605,Browne,Howard
7606,Maxwell,Wm. Audley (William Audley)
7607,Stern,Daniel
7608,Ranck,Edwin Carty
7609,Lazari,Vincenzo
7610,Keeler,Harry Stephen
7611,Paton,Raymond
7612,Hunter,William
7613,Han,Bangqing
7614,Chen,Liang
7615,Toplady,Augustus
7616,Yuanhuyanshuisanren,17th/18th cent.
7617,Petherick,Horace
7618,Reece,Robert Henry
7619,Coffey,George
7620,Erdman,Charles Rosenbury
7621,Morrow,Lowell Howard
7622,Greenfield,Taylor H.
7623,Berquin,M. (Arnaud)
7624,Yue,Ke
7625,Wang,Ang
7626,Keller,David H. (David Henry)
7627,Buck,J. D. (Jirah Dewey)
7628,Doe,Great Britain. Board of Trade
7629,Emerson,Edwin
7630,Pope,George W. (George Whitfield)
7631,Jones,Neil R.
7632,Salmon,Arthur L. (Arthur Leslie)
7633,Marcet,Mrs. (Jane Haldimand)
7634,Chubb,Edwin Watts
7635,Algie,R. M. (Ronald Macmillan)
7636,Rand,Theodore H. (Theodore Harding)
7637,Wells,Hal K.
7638,Bynner,Witter
7639,Kuan,1st cent. B.C.
7640,Doe,Banyunyou
7641,Doe,Nanbeiheguanshizhe
7642,Doe,United States. Public Health Service
7643,Benedix,Roderich
7644,Atkinson,Eleanor
8381,Köster Henke,W. L. H.
8382,Lambert,Thomas Wilson
8383,Allen,Emory Adams
8384,Carrier,Lyman
8385,Naylor,Charles Wesley
8386,Edwords,Clarence E. (Clarence Edgar)
8387,Justus,Freiherr von
8388,Morrison,Gertrude W.
8389,Robbins,Sarah Stuart
8390,Bigelow,Jacob
8391,Waldeck,Ruby
8392,Netherton,Ross De Witt
8393,Lea,Elizabeth E. (Elizabeth Ellicott)
8394,Calderón de la Barca,Madame (Frances Erskine Inglis)
8395,McFarland,J. Horace (John Horace)
8396,Dalrymple,Julia
8397,Stewart,Alexander
8398,Bewick,Thomas
8399,Sherwood,Elmer
8400,Churchill,Seton
8401,Punnett,Reginald Crundall
8402,Golfis,Rigas
8403,Lydgate,John
8404,Worts,George F. (George Frank)
8405,Du Parquet,Marguerite
8406,Roger de Rabutin,comte de
8407,Cotten,Sallie Southall
8408,Einstein,Albert
8409,Harding,Samuel Bannister
8410,Butler,George Frank
8411,Balch,Frederic Homer
8412,Richardson,Henry Handel
8413,Bergen,Fanny D. (Fanny Dickerson)
8414,Spears,Raymond S. (Raymond Smiley)
8415,Motley,John Lothrop
8416,Jackson,William B.
8417,Kelson,Keith R.
8418,Boito,Arrigo
8419,Hebbel,Friedrich
8420,Pearson,C. H. (Charles Henry)
8421,Wordsworth,Dorothy
8422,Ball,Hugo
8423,Luce,Edmund
8424,Smith,George H. (George Henry)
8425,Nolan,William F.
8426,Sheldon,Walter J.
8427,Vazov,Ivan Minchov
8428,Fernald,James Champlin
8429,Grace,Alfred A. (Alfred Augustus)
8430,Okakura,Kakuzo
8431,Nicole,Pierre
8432,Smith,Richard Rein
8433,Adam G.,count
8434,Mello,Thomaz José de
8435,Sayce,Conrad H. (Conrad Harvey)
8436,Ferlaine,J. Anthony
8437,Frederick Lewis,Sir
8438,Keller,Paul
8439,Fitzgerald,F. Scott (Francis Scott)
8440,Hofmannsthal,Hugo von
8441,Miller,David Hunter
8442,Pettis,George H.
8443,Dawson,Carley
8444,Lowe,Richard E.
8445,Hussey,Cyrus M.
8446,Lay,William
8447,Roe,Vingie E. (Vingie Eve)
8448,Doe,Church of Scotland. General Assembly
8449,Hichborn,Franklin
8450,Edwardes,Tickner
8451,Keene,Louis
8452,Arias,Francisco Gavino de
8453,Fleming,Walter L. (Walter Lynwood)
8454,Ayrton,Matilda Chaplin
8455,Kincaid,J. (John)
8456,Baden-Powell,Agnes
8457,Low,Juliette Gordon
8458,Buck,Solon J. (Solon Justus)
8459,Gay,Sydney Howard
8460,Butti,Enrico Annibale
8461,Peck,Harry Thurston
8462,Blair,D. B.
8463,Archer,Thomas
8464,Cooke,Maud C.
8465,Trakl,Georg
8466,Harrison,Mary
8467,Griswold,F. Burge (Frances Burge)
8468,Petrie,W. M. Flinders (William Matthew Flinders)
8469,Cané,Miguel
8470,Parren,Callirhoe
8471,Halme,Kaarle
8472,Hutton,Laurence
8473,Rich,H. Thompson (Harold Thompson)
8474,Winter,William West
8475,Wang,Ji
8476,Starzl,Roman Frederick
8477,Mira,José Paulo de
8478,Alencar,José Martiniano de
8479,McKenna,Stephen
8480,Salomons,Annie
8481,Curry,Frederic C.
8482,Wise,H. A. (Henry Augustus)
8483,Doe,Guaranty Trust Company of New York
8484,Jones,Hugh
8485,Crapo,Henry Howland
8486,William,active 1618
8487,Simon,active 1572-1614
8488,Breuer,Miles John
8489,Fernández,Juan Patricio
8490,Vikelas,Demetrios
8491,Hoyland,John
8492,Yates,Raymond F. (Raymond Francis)
8493,Cramer,Andreas Wilhelm
8494,Hurlbut,Jesse Lyman
8495,Du Wés,Giles
8496,Hay,William Delisle
8497,Holt,Mathew Joseph
8498,Van Millingen,Alexander
8499,George,Walter S.
8500,Henderson,Arthur E. (Arthur Edward)
8501,Traquair,Ramsay
8502,Fernández Duro,Cesáreo
8503,Lilla,Felix
8504,Mazzini,Giuseppe
8505,Mary,active 1823-1849
8506,Hard,Miron Elisha
8507,Johnson,Jesse
8508,Van Loan,Charles E. (Charles Emmett)
8509,Harris,J. Rendel (James Rendel)
8510,Bradford,Charles Barker
8511,Locker-Lampson,Hannah Jane
8512,Saint-George,Henry
8513,Malone,Edmond
8514,De Vere,Aubrey
8515,Burney,Fanny
8516,Aho,Kalle
8517,Binder,Eando
8518,Cummings,M. A. (Monette A.)
8519,Feldman,Arthur
8520,Montague,H. Gordon
8521,Dawson,Æneas MacDonell
8522,Klei,Jacob van der
8523,Barclay,Lorne W. (Lorne Webster)
8524,West,John Foster
8525,Fortescue,Beatrice
8526,Baggally,W. W. (William Wortley)
8527,Lowsley,B.
8528,Garson,Bill
8529,Salton,William P.
8530,Hardy,Charles
8531,Fischer,Henry W. (Henry William)
8532,Gratet-Duplessis,Pierre-Alexandre
8533,Passard,François Lubin
8534,Miller,Walter M.
8535,Defrance,Jean-Claude
8536,Holmes,Daniel Turner
8537,Chavannes de la Giraudière,H. de
8538,De Courcy,Dorothy
8539,De Courcy,John
8540,Eden,Charles H. (Charles Henry)
8541,Doe,United States. Executive Office of the President
8542,Doe,National Security Council (U.S.)
8543,Sallengre,Albert-Henri de
8544,Zagat,Arthur Leo
8545,Merwin,Sam
8546,Cockrum,E. Lendell
8547,Diffin,Charles Willard
8548,Venable,Lyn
8549,Zangwill,Louis
8550,Sutherland,Howard V. (Howard Vigne)
8551,Bonczar,Thomas P.
8552,Townsend,Martin I. (Martin Ingham)
8553,Morton,Samuel George
8554,Fothergill,Jessie
8555,Godfrey,Thomas
8556,Rogers,Robert
8557,Warren,Mercy Otis
8558,Brackenridge,H. H. (Hugh Henry)
8559,Leacock,John
8560,Low,Samuel
8561,Tyler,Royall
8562,Dunlap,William
8563,Barker,James Nelson
8564,Noah,M. M. (Mordecai Manuel)
8565,Charlotte Campbell,Lady
8566,Klapthor,Margaret Brown
8567,Bock,Eugène de
8568,Harte,Walter
8569,Williams,Robert Moore
8570,Alberto da Silva,Caetano
8571,Withers,Alexander Scott
8572,Kahn,Otto Hermann
8573,Rihani,Ameen Fares
8574,Bradley,Harriett
8575,Bailey,Roy Rutherford
8576,Thynne,Francis
8577,Lawrence,William
8578,Allies,T. W. (Thomas William)
8579,Hill,H. R.
8580,Luce,Nancy
8581,Hyatt,Stanley Portal
8582,Macedo,Diogo de
8583,Anderson,Frank B.
8584,Lind-af-Hageby,L. (Lizzy)
8585,Trissino,Giovanni Giorgio
8586,Glover,Ellye Howell
8587,King,Edward
8588,Moore,Henry Charles
8589,Notovitch,Nicolas
8590,Hensley,Joe L.
8591,Larrabee,William
8592,Gilmore,Anthony
8593,Schachner,Nathan
8594,Rimbaud,Arthur
8595,Archibald,Joe
8596,Thwaites,Reuben Gold
8597,Hitchcock,Frederick L. (Frederick Lyman)
8598,Doe,Boomerang
8599,Thiessen,V. E.
8600,Hopper,James
8601,Meijboom,Margaretha
8602,Ames,N. (Nathaniel)
8603,Courtenay,John
8604,Loewenfeld,Leopold
8605,James,Alex
8606,Rorer,S. T.
8607,Schwartz,Marie Sophie
8608,Burns,William J.
8609,Jones,Henry Paul Mainwaring
8610,Cousins,Frank
8611,Riley,Phil M. (Phil Madison)
8612,Hambleton,Chalkley J.
8613,Brooks,C. Harry (Cyrus Harry)
8614,Wilson,J. M. (James Maurice)
8615,Washburn,Wilcomb E.
8616,Rees,Alfred Wellesley
8617,Rafinesque,C. S. (Constantine Samuel)
8618,Pease,M. C.
8619,Reynolds,L. Major
8620,Fenwick,E. (Eliza)
8621,Sampson,George
7894,Sturt,George
7895,Feis,Herbert
7896,Frederick,Captain
7897,Chase,Mary Ellen
7898,Boyle,James
7899,Doe,Stockton State Hospital (Calif.)
7900,Doe,California. State Board of Charities and Corrections
7901,Velden,D. E. van
7902,Kestell,J. D. (John Daniel)
7903,Peabody,Andrew P. (Andrew Preston)
7904,Stenius,John
7905,Armando,A.
7906,Costa,Alexandre da
7907,Tömörkény,István
7908,W. H. (William Hood),Sir
7909,Watkins,Thomas
7910,Burke,Charles
7911,Reid,Stuart J. (Stuart Johnson)
7912,Woude,Johanna van
7913,Reid,Thomas H.
7914,Harper,Harry
7915,Grahame-White,Claude
7916,Ely,Wilmer M. (Wilmer Mateo)
7917,Bársony,István
7918,McDougall,Henriette
7919,Braybrooke,Patrick
7920,Cocker,B. F. (Benjamin Franklin)
7921,Nicklin,J. A. (John Arnold)
7922,Th.,comte
7923,Brown,William Garrott
7924,Fan,Chengda
7925,Mandell,C. Creighton
7926,Shanks,Edward
7927,Hart,Albert Bushnell
7928,Gossip,Giles
7929,Su,active 742-755
7930,Kikuchi,Dairoku
7931,Brinkley,F. (Frank)
7932,Hansen,L. Taylor (Lucile Taylor)
7933,Phillips,Ethel Calvert
7934,Dixon,Joseph K. (Joseph Kossuth)
7935,Du Veuzit,Max
7936,Black,Helen C.
7937,Lomelar,George
7938,Nunès,Robert
7939,Doe,American Society of Civil Engineers
7940,Hardy,E. D.
7941,Wicks,Mark
7942,Trolle,Alf
7943,Yu,Dafu
7944,Bowdich,Mrs.
7945,Simonin,Louis
7946,Bordes,Charles
7947,Draper,Ernest Gallaudet
7948,Duffield,Elizabeth M.
7949,Souvestre,Émile
7950,Hasse,Henry
7951,Strange,Robert
7952,Hopkins,William John
7953,Davenport,Daniel
7954,Sjögren,Otto
7955,d'Albay,Jacques Tournadour
7956,Luigi Amedeo di,duca degli Abruzzi
7957,Blicher-Clausen,Jenny
7958,Henderson,Percy E. (Percy Edward)
7959,McElroy,John
7960,Seward,Anna
7961,Lamarck,Jean Baptiste Pierre Antoine de Monet de
7962,Lee,William M.
7963,Walker,James Herbert
7964,Ward,Kenneth
7965,Jeffrey,Rosa Vertner
7966,MacKaye,Harold Steele
7967,Csiky,Gergely
7968,Collins,Hubert E. (Hubert Edwin)
7969,Hyde,James Wilson
7970,Agostinho,José
7971,Porto,António Francisco Ferreira da Silva
7972,Rollin,Charles
7973,Noll,Ray C.
7974,Roscher,Wilhelm
7975,Doe,National Atomic Museum (U.S.)
7976,Jones,Thomas S. (Thomas Samuel)
7977,Doe,New York Central Railroad Company
7978,Forbes,F. A. (Frances Alice)
7979,Eyre,J. W. H. (John William Henry)
7980,Peter,Grace Dunlop
7981,Goeverneur,J. J. A. (Johan Jacob Antonie)
7982,Ribeiro,Bernardim
7983,Pinney,Laura Ann Young
7984,Hugh Charles,Sir
7985,Sutphen,Van Tassel
7986,Thompson,George
7987,Haslam,John
7988,Mayhew,Ira
7989,Fow,John Henry
7990,Doe,Boston (Mass.). School  Committee
7991,Somerville,Mary
7992,Keyser,Arthur Louis
7993,Davenport,John
7994,Doe,Huayangsanren
7995,Silberer,Herbert
7996,Porges,Arthur
7997,García,Pedro Andrés
7998,Cruttwell,Maud
7999,Carneiro,Décio
8000,Waterhouse,Benjamin
8001,Ross,P. T.
8002,Champney,Elizabeth W. (Elizabeth Williams)
8003,Tompkins,Cydnor Bailey
8004,Doe,Jean Paul
8005,Lloyd,Evan
8006,Crow,Martha Foote
8007,Russell,H. L. (Harry Luman)
8008,Doe,Bill o'th' Hoylus End
8009,Bruno,G.
8010,Wildman,Rounsevelle
8011,Jeaffreson,John Cordy
8012,Allain,Marcel
8013,Souvestre,Pierre
8014,Gall,James
8015,Dalton,O. M. (Ormonde Maddock)
8016,Vance,Gerald
8017,Roussel,John
8018,Doe,White Sands Missile Range (N.M.). Public Affairs Office
8019,Gerritsen,C. V. (Carel Victor)
8020,Gomes,Edwin Herbert
8021,consort of Friedrich,Margrave of Bayreuth
8022,Morris,Lewis
8023,Peel,W. H.
8024,Husik,Isaac
8025,Campbell,Alice
8026,Pons de l'Hérault,André
8027,Toy,Crawford Howell
8028,Conklin,Mary Greer
8029,Tellier,Jules
8030,Asscher,Eva Wilhelmina
8031,Brodziński,Kazimierz
8032,Hendrix,Petrus
8033,Adélaïde-Marie-Emilie Filleul,marquise de
8034,Müller von Königswinter,Wolfgang
8035,Rahkonen,Aleksanteri
8036,Leith,C. K. (Charles Kenneth)
8037,Sillevis,Annie
8038,Brownlie,John
8039,Gurney,Alfred
8040,Sylvain,Adrien
8041,Emma Look,Mrs.
8042,Delly,pseud.
8043,Savage,Juanita
8044,Velde,Henry van de
8045,Macaulay,W. Hastings
8046,Crozier,A. A. (Arthur Alger)
8047,Dutt,William A. (William Alfred)
8048,Bledsoe,Albert Taylor
8049,Zygmunt,hrabia
8050,Ducray-Duminil,M. (François Guillaume)
8051,Courtilz de Sandras,Gatien
8052,Wharton,Anne Hollingsworth
8053,Gardner,Monica M. (Monica Mary)
8054,Chappuis,Herman Théodore
8055,Elwin,Edward Fenton
8056,Buchanan,Thompson
8057,Edholm,Lizette M.
8058,Braby,Maud Churton
8059,Hertzberg,Rafaël
8060,Brummer,F. F.
8061,Botev,Khristo
8062,Karpeles,Gustav
8063,Destantins Anthony,Eve
8064,Moody,William Vaughn
8065,Curtis,Wardon Allan
8066,Vigoni,Giuseppe
8067,Canavan,M. J. (Michael Joseph)
8068,Knight,David C.
8069,Ormondroyd,Edward
8070,Smith,John Talbot
8071,Smith,J. J.
8072,Asnyk,Adam
8073,Hulbert,William Davenport
8074,Munsey,Frank Andrew
8075,Doe,Jacomy-Régnier
8076,Anczyc,Wł. L. (Władysław Ludwik)
8077,Palha,Francisco
8078,Moraes,Anselmo de
8079,Page,Gertrude
8080,Paxson,Frederic L. (Frederic Logan)
8081,Doe,New York Public Library
8082,Schoener,Reinhold
8083,Bauman,G. A.
8084,Reuter,Gabriele
8085,Seeley,Levi
8086,Pércheiro,D. A. Gomes
8087,Dehan,Richard
8088,Vaill,Dudley Landon
8089,Mercier,Ernest
8090,Bernard,F.
8091,Vasey,George
8092,Morris,Edward Ellis
8093,Haines,T. L. (Thomas Louis)
8094,Yaggy,L. W. (Levi W.)
8095,Lagus,F. H. B.
8096,Sori,A. F. Marx de
8097,Looy,Jacobus van
8098,Hobbes,John Oliver
8099,Butler,Arthur John
8100,Obama,Barack
8101,Weber,Ernst
8102,Oppman,Artur
8103,Harrington,James
8104,Wertenbaker,Thomas Jefferson
8105,Tracy,W. W. (William Warner)
8106,Bruner,Ludwik
8107,Doe,Pictorial Photographers of America
8108,Savory,Isabel
8109,Norton,Brayton
8110,Paton,John Gibson
8111,Cooke,James Francis
8112,Bone,David Drummond
8113,Cahan,Abraham
8114,Shea,Robert
8115,Scollard,Clinton
8116,Anderson,Mary E. (Mary Evarts)
8117,Höcker,Oskar
8118,Müller,Michael
8119,Madison,Lucy Foster
8120,Morton,David
8121,Walton,Bryce
8122,Mattox,Alan
8123,Marcy,Mary
8124,Tobias,R. B. (Roscoe Burdette)
8125,Roe,Alfred S. (Alfred Seelye)
8126,Wirt,William
8127,Francisco Manuel de Melo,Conde de
8128,Trotter,James M.
8129,Parker,Eric
8130,Wade,Frank Bertram
8131,Ward,Herbert D. (Herbert Dickinson)
8132,West,William Benjamin
8133,Bova,Ben
8134,Edgerton,Joseph K. (Joseph Ketchum)
8135,Hume,H. Harold (Hardrada Harold)
8136,Smith,J. Allen (James Allen)
8137,Harriman,Alice
8138,Chipiez,Charles
8139,Perrot,Georges
8140,Ross,William A.
8141,Johonnot,James
8142,Harding,Blythe
8143,Schmidt,Otto Ernst
8144,Jenkins,Herbert George
8145,Adossidès,A.
8146,Key,Ellen
8147,Grand,Sarah
8148,Ward,C. S.
8149,Webster,W. F. (William Franklin)
8150,Eastman,Elaine Goodale
8151,Plunkitt,George Washington
8152,Speidel,Ludwig
8153,Wallace,Robert
8154,Welch,John
8155,Carey,Henry
8156,Benavente,Jacinto
8157,Vardon,Harry
8158,Taylor,John
8159,Pliny,the Younger
8160,Wells,Basil
8161,Jackson,Daniel
8162,Mitchell,I. (Isaac)
8163,Chantepleure,G. (Guy)
8164,Currie,John Allister
8165,Ebers,Georg
8166,Słowacki,Juliusz
8167,Gandavo,Pero de Magalhães
8168,Townley,Houghton
8169,Liveing,Edward G. D. (Edward George Downing)
8170,Gillkrest,J. (James)
8171,Fergusson,William
8172,Wells,David Dwight
8173,Owens,John Algernon
8174,Mesquita,Marcelino
8175,Gardiner,Samuel Rawson
8176,Doe,Great Britain. War Office
8177,Haapanen,Emmi
8178,Woods,Margaret L. (Margaret Louisa)
8179,Prichard,Hesketh Vernon Hesketh
8180,Prichard,K. (Kate)
8181,Simonds,Frank H. (Frank Herbert)
8182,Mueller,John Theodore
8183,Humphreys,Arthur Lee
8184,Wairy,Louis Constant
8185,Doane,Rennie Wilbur
8186,Doe,Naval War College (U.S.)
8187,Thorne,Jack
8188,Poel,Betsy van der
8189,Doe,Uitlander
8190,Gibbs,Mifflin Wistar
8191,Cerruti,Giovanni Battista
8192,Kingsley,William C.
8193,Low,Seth
8194,Edson,Franklin
8195,Bertolini,Gino
8196,Kinglake,Alexander William
8197,Robida,Albert
8198,Monod,Gabriel
8199,Thomas,Bertha
8200,Barine,Arvède
8201,Clouard,Maurice
8202,Benedict,Francis Gano
8203,Carpenter,Thorne M. (Thorne Martin)
8204,Schumann,Robert
8205,Manoel,Don
8206,Wilson,Warren H. (Warren Hugh)
8207,Hume-Griffith,M. E.
8208,Simonetta,Francesco
8209,Roederer,P.-L. (Pierre-Louis)
8210,Doudney,Sarah
8211,Eubank,Rice S.
8212,Clerke,Agnes M. (Agnes Mary)
8213,Miller,Hugh
8214,Bell,Sanford
8215,Mayson,Walter H. (Walter Henry)
8216,MacMillan,Cyrus
8217,Vandal,Albert
8218,Jerram,S. J. (Samuel John)
8219,Nadar,Félix
8220,Wit,Augusta de
8221,Barry,Fanny
8222,Day,Lewis F. (Lewis Foreman)
8223,Buckle,Mary
8224,Howie,John
8225,Hobhouse,L. T. (Leonard Trelawny)
8226,Hoppeler,Hans
8227,Villaverde,Cirilo
8228,Edwards,George Wharton
8229,Karikko,Kaarle
8230,Wylie,James Aitken
8231,Ceynowa,Florian Stanisław
8232,Comenius,Johann Amos
8233,Norris,Kathleen Thompson
8234,Crompton,Frances E.
8235,Winter,John Strange
8236,Trumbull,Annie Eliot
8237,Bryant,Marguerite
8238,Drachmann,A. B. (Anders Björn)
8239,Haigh,Richard
8240,Duthie,William
8241,Yandell,David Wendel
8242,Bingley,William
8243,Cressy,Will M. (Will Martin)
8244,Brownlow,William Gannaway
8245,Browne,J. Ross (John Ross)
8246,Andrews,C. C. (Christopher Columbus)
8247,Henriette Lucie Dillon,marquise de
8248,St. John,Thomas M. (Thomas Matthew)
8249,Hull,William
8250,Nichols,James T. (James Thomas)
8251,De Morgan,William
8252,Cordeiro,Luciano
8253,Skelton,Oscar D. (Oscar Douglas)
8254,Remy,Jean S.
8255,Hayman,Doris
8256,Auzias-Turenne,Raymond
8257,Barker,J. Ellis
8258,Groves,Ernest R. (Ernest Rutherford)
8259,Lopes Neto,J. Simões (João Simões)
8260,Saint-Elme,Ida
8261,Vaughan,Henry
8262,Ludovici,Anthony M. (Anthony Mario)
8263,Bettany,G. T. (George Thomas)
8264,Litsey,Edwin Carlile
8265,Gouverneur,Marian
8266,Allen,Walter
8267,Watson,H. B. Marriott (Henry Brereton Marriott)
8268,Darvall,Joseph
8269,Hughes,Thomas Proctor
8270,Hodges,George
8271,Finch,Richard
8272,Moll,Albert
8273,Tarchetti,Iginio Ugo
8274,Ellacombe,Henry Nicholson
8275,Mills,Thomas Ross
8276,Middleton,George
8277,Corvo,João de Andrade
8278,Lyng,Mary Ella
8279,Simpson,A. B. (Albert B.)
8280,Meader,Stephen W. (Stephen Warren)
8281,Corson,Juliet
8282,Grierson,Elizabeth W. (Elizabeth Wilson)
8283,Orchard,Thomas Nathaniel
8284,Latham,R. G. (Robert Gordon)
8285,Howard,Allan
8286,Young,Clarence
8287,Kelley,Ethel M. (Ethel May)
8288,Sherry,Richard
8289,Gerken,William
8290,Fritch,Charles E.
8291,Coblentz,Stanton A. (Stanton Arthur)
8292,Baily,Waldron
8293,Riego de la Branchardière,Eléonore
8294,Wood-Allen,Mary
8295,Josephus,Flavius
8296,Hunt,Jean Lee
8297,Geijerstam,Gustaf af
8298,Clarke,Charles H.
8299,Mansel,Henry Longueville
8300,Louis-Antoine de,comte
8301,Doe,Girl Scouts of the United States of America
8302,McCulloch-Williams,Martha
8303,Park,Robert Ezra
8304,Burgess,E. W. (Ernest Watson)
8305,Robinson,Walter Stitt
8306,Ukers,William H. (William Harrison)
8307,McGaw,Virginia
8308,Smith,Ruel Perley
8309,Forester,Thomas
8310,Mather,Increase
8311,Mather,Cotton
8312,Westcott,Frank N. (Frank Nash)
8313,Wells,David Ames
8314,Dubarry,Gustave
8315,Eldridge,Edward
8316,John,of Dublin
8317,Tombs,Robert Charles
8318,Ackerman,Forrest J.
8319,Maunder,E. Walter (Edward Walter)
8320,Linck,Josef
8321,Falkner,Thomas
8322,Max,Frederic
8323,Ranke,Leopold von
8324,Smith,Hugh
8325,Moore,C. L. (Catherine Lucile)
8326,Dick,Philip K.
8327,Craven,Wesley Frank
8328,Boillot,Léon
8329,Mills,Enos A.
8330,Greenwood,George
8331,Turley,Charles
8332,Dolmage,Cecil Goodrich Julius
8333,Crignelle,Henri de
8334,Black,Madeleine
8335,Barrows,David P.
8336,Cyr,Narcisse
8337,Boucher-Belleville,Jean-Philippe
8338,Conger,Emily Bronson
8339,Callet,Auguste
8340,Orton,Helen Fuller
8341,Doe,Ammianus Marcellinus
8342,Hoyos y Vinent,Antonio de
8343,Brown,Ritter
8344,Jones,B. W.
8345,J. Allan,(Joseph Allan)
8346,Cobbold,George A. (George Augustus)
8347,Byrne,Desmond
8348,Potter,Burton Willis
8349,Stuart,William W.
8350,Post,Melville Davisson
8351,Nathorst,A. G. (Alfred Gabriel)
8352,Rarey,J. S. (John Solomon)
8353,Cobb,Frank
8354,Kayll,James Leslie Allan
8355,Brydon,G. MacLaren (George MacLaren)
8356,Doe,Pinto da Rocha
8357,Smith,Baxter Perry
8358,Peterson,John Victor
8359,Stopher,Chas. A.
8360,Hernhuter,Albert
8361,Deledda,Grazia
8362,Lacey,T. A. (Thomas Alexander)
8363,Doe,Ignotus
8364,Doe,H. D. (Hilda Doolittle)
8365,Woon,Basil
8366,Cady,John H. (John Henry)
8367,Johns,C. H. W. (Claude Hermann Walter)
8368,Kitchiner,William
8369,Oates,W. Coape
8370,Montgomery,H. B. (Helen Barrett)
8371,Carvalho,João Marques de
8372,Pereira,F. M. Esteves
8373,Almeida,Manuel de
8374,Bruce,H. Addington (Henry Addington)
8375,Creswick,Paul
8376,Bernard,baron
8377,Codman,John
8378,António Maria José de Melo Silva César e Meneses,conde de
8379,Bacon,Mary Schell Hoke
8380,Wenfang,13th/14th cent.
6895,Bixler,William Allen
6896,Bianchi,Arturo
6897,Sarfatti,Cesare
6898,Barzilai,Salvatore
6899,Capuana,Luigi
6900,Cappa,Innocenzo
6901,Williams,Wadham Pigott
6902,Chen,Chen
6903,Ouyang,Xiu
6904,Taggart,Ralph C.
6905,Griffith,John Howell
6906,Shao,Binru
6907,Boudreaux,F. J.
6908,Dazhi,active 1678-1695
6909,Chengquan,active 1695-1711
6910,Doe,Quyuan
6911,Hermite,Charles
6912,Yong,jin shi 1034
6913,Xuan,18th cent.
6914,Allan,Luke
6915,Hunt,William
6916,Berndtson,Fredrik
6917,Doe,Huangbo
6918,Wuseshizhuren,ju ren 1738
6919,Barata,António Francisco
6920,Azevedo,Maximiliano de
6921,Mascarenhas,Miguel J. T.
6922,Wugenzi,active 1573
6923,Frederick Hugh,Sir
6924,Yuan,Mei
6925,Gao,Ming
6926,Li,Shangyin
6927,Lü,Zuqian
6928,Doe,Xingshijushi
6929,Wu,Jing
6930,E,jin shi 886
6931,Ahmed,Sir
6932,Cieza de León,Pedro de
6933,Mendell,M.
6934,Mu,Shiying
6935,Doe,Patañjali
6936,Ye,Zi
6937,Gu,Yanwu
6938,Zhou,Gong
6939,Fretwell,John
6940,Murri,Romolo
6941,Dimock,Arthur
6942,Dibble,Samuel Edward
6943,Kelleam,Joseph Everidge
6944,Song,Yingxing
6945,Hoit,T. W. (True Worthy)
6946,Rexford,Eben E. (Eben Eugene)
6947,Su'anzhuren,18th cent.
6948,Mason,Amelia Gere
6949,Su,active 806-820
6950,Williams,James
6951,Herzl,Theodor
6952,De la Roche,Mazo
6953,Valera,Paolo
6954,Doe,Xihuyuyinzhuren
