opID,autID
2879,18
2880,1012
2881,741
2882,18
2883,10
2884,18
2885,1391
2886,18
2887,1392
2888,18
2889,18
2890,18
2891,314
2892,148
2893,1393
2894,18
2895,1394
2896,1395
2896,1396
2896,1397
2897,1285
2898,1398
2899,1399
2899,1400
2900,1401
2901,1401
2902,1401
2903,156
2904,1402
2905,425
2906,335
2907,1403
2908,18
2909,1404
2910,1405
2911,1406
2912,18
2913,18
2914,156
2915,1407
2916,366
2917,1408
2918,775
2919,1409
2920,1035
2921,1410
2922,1411
2923,1412
2924,1413
2925,687
2926,1040
2927,1414
2928,1415
2929,348
2930,18
2932,1416
2933,1417
2934,1418
2935,1419
2936,106
2938,1420
2939,16
2940,821
2941,1421
2942,18
2943,1422
2944,10
2945,1035
2946,1423
2946,1424
2947,1341
2948,18
2949,1425
2950,1426
2951,1426
2952,425
2953,1427
2954,69
2955,1410
2956,1339
2957,23
2958,1428
2959,1429
2960,1430
2961,1431
2962,114
2963,1300
2964,1432
2965,1260
2966,1433
2967,1382
2967,1434
2967,1383
2968,1435
1,1
3,2
5,3
6,4
7,5
8,6
9,7
10,8
11,9
12,10
13,11
13,12
14,13
15,14
16,15
17,16
18,17
19,18
20,18
21,18
22,18
23,18
24,18
25,18
26,14
27,18
28,19
29,20
30,21
31,22
32,23
33,18
34,24
36,25
37,14
38,26
39,27
40,18
41,18
42,18
43,18
44,18
45,28
46,29
47,30
48,14
49,31
50,32
51,33
51,34
52,35
53,36
54,37
55,38
56,18
57,39
58,40
59,14
60,40
61,40
62,40
63,41
64,42
65,43
66,44
66,45
66,46
67,47
68,48
69,49
70,14
71,50
72,51
73,52
74,53
75,54
76,55
77,56
78,57
79,58
80,59
81,14
82,60
83,61
84,62
85,63
85,64
86,18
87,65
88,66
89,18
90,67
91,18
92,14
93,68
94,69
95,70
95,71
96,72
97,73
99,74
100,75
101,76
102,77
103,14
104,78
105,18
106,18
107,79
108,57
109,80
110,81
111,82
112,83
113,84
114,85
115,14
116,86
117,87
118,88
120,18
121,18
122,18
123,89
124,3
125,90
126,14
127,91
128,92
129,93
130,94
132,95
133,96
134,97
135,98
136,99
137,14
138,100
140,101
141,49
142,49
143,102
144,103
145,104
145,105
147,18
148,106
149,107
149,102
150,3
151,108
152,109
153,110
155,111
156,112
157,18
158,113
159,114
160,115
161,116
162,117
163,18
164,18
165,118
166,119
167,120
168,121
169,122
170,123
171,124
173,125
174,126
175,127
176,128
179,129
180,130
181,131
182,132
184,133
185,134
186,135
187,136
188,137
189,138
192,139
196,138
202,140
203,96
206,141
209,142
210,143
211,144
213,145
214,146
214,147
214,148
215,149
216,150
217,151
220,152
221,153
225,154
226,155
228,156
229,157
231,158
232,159
233,112
234,160
235,161
236,112
237,162
238,163
239,164
240,165
241,166
242,167
243,168
244,169
245,170
246,171
247,172
248,173
249,174
250,135
251,175
252,18
253,176
255,177
257,178
258,179
259,180
260,181
261,182
262,183
263,184
264,185
265,186
269,187
270,188
270,189
271,187
272,187
273,187
278,190
279,191
281,192
283,96
285,193
286,194
288,195
289,196
290,197
291,198
292,199
292,200
299,201
300,202
301,203
302,204
303,156
304,205
308,206
313,207
313,144
314,148
315,208
316,2
320,209
324,210
325,211
326,212
327,106
328,18
329,3
331,213
332,213
336,214
342,215
348,139
349,216
350,112
353,217
353,218
354,219
354,220
354,221
355,222
356,223
357,224
358,37
359,225
360,226
361,227
362,228
363,229
364,56
365,96
366,96
367,230
368,231
369,232
370,233
371,234
372,18
373,18
374,235
375,236
376,233
378,237
379,238
380,214
381,239
382,240
384,108
385,107
385,102
386,241
387,242
388,243
389,244
390,245
391,214
392,246
393,247
394,247
395,247
396,248
397,248
398,249
399,249
400,250
401,251
402,49
403,252
404,253
405,254
406,255
407,122
408,96
409,122
410,256
411,257
412,258
413,259
414,260
415,261
416,262
417,263
418,264
419,265
420,79
421,266
422,10
423,267
424,268
425,130
426,269
427,270
428,271
429,272
430,273
431,274
432,275
433,261
435,276
436,277
437,254
438,278
439,279
440,280
441,121
442,281
443,282
444,57
445,283
446,284
447,285
448,246
449,286
449,287
450,288
451,289
452,290
453,291
457,292
458,293
459,2
460,294
460,295
465,296
467,297
468,54
469,105
469,104
470,298
471,299
472,300
473,301
476,248
477,248
478,96
479,248
480,302
481,303
482,304
483,305
484,49
485,306
486,122
487,18
488,117
489,307
490,308
491,309
492,154
493,310
494,311
495,312
496,264
497,313
499,314
500,315
502,316
503,2
504,18
505,250
506,317
507,318
508,18
509,319
510,18
511,315
512,320
513,321
514,106
515,280
516,322
516,323
517,324
518,325
519,18
520,326
521,327
523,49
524,328
525,106
526,245
528,329
529,330
530,331
531,18
532,332
533,333
534,333
535,334
536,281
537,335
538,336
539,337
541,333
542,338
543,245
544,245
545,245
547,339
548,340
549,341
550,335
552,342
553,343
554,230
555,245
556,245
557,245
558,344
559,345
560,245
561,245
562,346
563,245
564,245
565,245
566,347
567,348
568,349
569,350
570,351
571,352
572,353
573,139
574,354
575,94
576,355
577,356
578,357
579,358
580,356
581,359
582,360
583,361
584,333
585,81
586,245
587,245
588,245
589,245
590,245
591,245
592,362
593,245
594,333
595,333
596,333
597,262
598,363
599,241
600,262
601,364
602,365
603,366
604,233
605,367
606,5
608,18
609,122
610,368
611,214
612,109
613,369
614,362
616,301
617,222
619,370
620,371
621,372
622,328
623,373
624,189
625,211
626,374
627,375
628,375
629,375
630,375
631,375
632,375
633,375
634,375
635,375
636,139
637,375
638,375
639,375
640,375
641,376
642,262
643,377
645,79
646,378
647,362
648,379
649,314
650,380
651,381
652,382
653,383
654,370
655,384
655,385
655,386
657,387
658,106
659,388
659,389
660,390
661,391
662,391
663,18
664,18
6394,2888
6394,2889
6396,2423
6397,410
6398,2890
6399,2742
6400,2078
