opID,autID
11959,5058
11960,27
11961,5171
11962,2294
11963,5172
11964,5173
11965,817
11966,5174
11967,1074
11968,5175
11969,453
11970,5176
11971,5177
11972,5178
11972,5179
11972,5180
11973,2
11975,5181
11976,5182
11978,2790
11979,18
11980,132
11981,117
11982,117
11983,5183
11984,5056
11986,787
11987,5184
11988,3465
11989,3410
11990,37
11991,1042
11992,27
11993,2372
11994,18
11995,18
11996,5185
11997,180
11998,4679
11999,18
12000,18
12001,5113
12002,225
12003,1015
12004,842
12005,5186
12006,394
12007,93
12008,5187
12009,5188
12010,18
12011,500
12012,1431
12013,5189
12014,1932
12015,5190
12016,5191
12016,5192
12017,3474
12018,497
12019,5193
12020,294
12020,295
12021,5194
12022,5195
12022,5196
12023,5197
12024,5198
12025,5199
12026,5200
12027,5201
12028,1137
12029,3
12030,3
12031,3
12032,5202
12033,5202
12034,5202
12035,5203
12036,214
12039,2605
12040,5204
12041,223
12042,3368
12043,258
12044,5205
12045,5206
12046,3596
12047,1425
12048,3410
12049,5207
12050,3510
12051,5208
12052,617
12053,18
12054,5209
12055,2336
12056,5210
12056,5211
12057,4207
12058,973
12059,366
12060,862
12061,5212
12062,5213
12063,2464
12064,444
12065,5214
12066,5183
12067,5215
12068,4413
12069,502
12070,5216
12071,5217
12072,5218
12073,109
12074,373
12075,3
12076,596
12077,5219
12078,5220
12079,5183
12079,5221
12080,1220
12081,2844
12082,5222
12084,5223
12085,4400
12086,5224
12087,2080
12088,1040
12089,617
12090,617
12091,1220
12092,5225
12093,18
12094,1444
12095,1444
12096,1851
12097,5121
12098,5226
12099,617
12100,5227
12101,1576
12102,50
12103,4979
12104,5228
12105,2110
12106,5229
12107,340
12108,4858
12109,5230
12110,893
12111,5183
12112,18
12113,225
12114,5231
12115,5232
12116,3191
12117,366
12119,1240
12120,5233
12121,18
12123,2572
12124,5234
12126,2372
12127,5235
12128,5236
12129,5237
12130,500
12131,5238
12133,5239
12134,500
12135,5240
12136,5241
12137,3627
12138,5242
12139,1026
12140,5243
12141,3
12142,5244
12144,5245
12145,5246
12146,2470
12147,5241
12148,5247
12149,1259
12150,5248
12151,2131
12152,2131
12153,886
12154,5249
12155,5249
12156,5250
12157,5251
12158,5241
12159,5252
12160,5253
12162,154
12163,4136
12164,203
12165,522
12166,522
12167,522
12168,5254
12169,2604
12170,2033
12171,5255
12173,2934
12174,18
12175,18
12176,5256
12177,276
12178,3277
12179,5257
12180,4664
12181,1340
12182,5258
12183,5259
12184,2814
12185,3356
12186,5260
12187,5261
12188,5262
12189,18
12190,5263
12191,314
12192,1630
12193,2966
12194,3505
12195,214
12196,234
12197,5264
12198,2410
12199,4706
12200,2110
12201,109
12202,741
12203,3997
12204,47
12205,5265
12206,4001
12207,226
12208,3590
12209,222
12210,1862
12211,4880
12212,5266
12213,5267
12214,4710
12215,5268
12216,5268
12217,5268
12218,5268
12219,2544
12220,5269
12221,1824
12222,4211
12223,5270
12224,827
12225,225
12227,248
12228,5271
12229,1
12230,1900
12231,939
12232,3609
12233,1582
12234,5272
12235,1676
12236,18
12237,351
12238,18
12239,5273
12240,5274
12241,2211
12242,1241
12243,1040
12244,5275
12245,1012
12246,5233
12247,5276
12248,351
12249,5277
12250,5278
12251,5279
12252,4858
12253,5280
12254,2470
12255,1444
12257,18
12258,1191
12259,351
12260,3826
12261,5249
12262,5281
12263,3424
12264,5282
12265,5268
12266,5268
12267,5268
12268,5268
12269,5268
12270,351
12271,5283
12271,5284
12271,5285
12271,5286
12272,5287
12273,5268
12274,5268
12275,5268
12276,5288
12277,2354
12278,18
12279,2867
12280,174
12281,351
12282,5268
12283,5183
12284,5289
12285,5290
12287,5291
12288,5292
12289,5293
12290,5293
12291,5293
12292,351
12293,5293
12294,5293
12295,5293
12296,5293
12297,5293
12298,5293
12299,5293
12300,5293
12301,5293
12302,5293
12303,351
12304,5293
12305,5293
12306,5293
12307,5293
12308,164
12309,5293
12310,5294
12310,5295
12311,874
12312,2270
12313,1992
12314,351
12315,1526
12316,18
12317,5296
12318,5297
12319,3
12320,5298
12321,5298
12322,5298
12323,5298
12324,5298
12325,351
12326,947
12327,617
12328,4159
12329,18
12330,4413
12331,5298
12332,5298
12333,5298
12334,5299
12335,5299
12336,225
12337,351
12338,2
12339,5299
12340,5299
12341,5299
12342,5298
12343,5298
12344,5298
12345,5298
12346,5298
12347,5299
12348,351
12349,5299
12350,5300
12351,5301
12352,5302
12353,5303
12354,5304
12355,2184
12355,1606
12356,5299
12357,5299
12358,5299
12359,351
12360,5299
12361,5299
12362,5299
12363,669
12364,1890
12365,739
12366,18
12367,2113
12368,4836
12369,5299
12370,351
12371,1594
12372,5305
12373,5305
12374,5305
12375,5305
12376,5305
12377,5306
12378,5268
12379,1420
12380,328
12381,351
12382,328
12383,5307
12384,1855
12385,827
12385,4822
12386,827
12386,4822
12387,5308
12388,2929
12389,1825
12389,3612
12390,2250
12391,2250
12392,351
12393,49
12394,2040
12395,5309
12396,1220
12397,1819
12398,5310
12399,1446
12400,583
12401,18
12402,49
12403,351
12404,4512
12405,1587
12406,5264
12407,49
12408,49
12409,5311
12410,5312
12411,328
12412,579
12413,49
12414,351
12415,5313
12416,1631
10839,4692
12418,5314
12419,49
12420,3148
12421,328
12422,4512
12423,4512
12424,49
12425,351
12426,2204
12427,148
12428,543
12429,2520
12430,4824
12431,5308
12432,2520
12433,5306
12434,511
12435,827
12435,1894
12436,351
12437,1892
12438,1012
12439,49
12440,18
12441,1932
12442,1601
12444,3793
12445,4086
12446,5017
12447,16
12448,351
12449,702
12450,5315
12451,607
12452,2270
12453,5316
12454,66
12455,1332
12456,2327
12457,5317
12458,3180
12459,351
12460,5318
12461,5319
12462,5320
12463,2912
12464,5321
12465,2272
12466,5322
12467,5323
12468,4959
12469,2384
12470,351
12471,18
12472,5017
12473,1139
12474,1139
12475,4801
12476,18
12477,5324
12478,5324
12479,5325
12480,5325
12481,132
12482,5325
12483,5325
12484,5325
12485,5326
12486,5326
12487,5326
12488,448
12489,448
12490,448
12491,448
12492,46
12493,448
12494,448
12495,690
12496,5327
12497,586
12498,586
12499,586
12500,5328
12501,1171
12502,425
12503,4980
12504,5006
12505,5329
12506,5330
12507,5331
12508,5332
12509,4696
12510,5333
12511,5017
12512,5334
12513,5335
12514,936
12515,4813
12516,5336
12516,5337
12516,5338
12517,612
12518,1420
12519,2867
12520,2726
12521,5339
12523,74
12524,5340
12525,569
12526,475
12527,5341
12528,5342
12529,18
12530,5343
12531,4364
12532,5344
12533,2
12534,3
12535,5345
12537,5346
12538,5347
12539,5348
12540,5349
12542,5350
12543,1040
12544,5351
12545,18
12546,3
12547,725
12548,5352
12549,1663
12550,713
12551,713
12552,713
12553,713
12554,713
12555,713
12556,713
12557,713
12558,1669
12559,3492
12560,18
12561,713
12562,713
12563,713
12564,713
12565,713
12566,713
12567,713
12568,713
12569,713
12570,5353
12571,713
12572,713
12573,713
12574,713
12575,713
12576,713
12577,713
12578,713
12579,713
12580,713
12581,1093
12582,713
12583,515
12584,2270
12585,4399
12586,5354
12587,1464
12588,713
12589,488
12590,5355
12591,453
12592,3931
12593,5356
12594,5357
12595,5358
12596,5359
12597,5360
12598,5361
12599,375
12600,366
12600,5362
12601,3813
12602,30
12603,893
12604,4660
12605,5363
12606,5364
12607,1684
12608,229
12609,3236
12610,5365
12611,2327
12612,1479
12613,5366
12615,5367
12616,5368
12617,5369
12618,5370
12619,713
12620,713
12621,713
12622,713
12623,713
12624,713
12625,2207
12626,713
12627,713
12628,713
12629,713
12630,713
12631,713
12632,713
12633,713
12634,713
12635,3
12636,2207
12637,579
12638,713
12639,713
12640,713
12641,713
12642,713
12643,713
12644,713
12645,713
12646,713
12647,1135
12648,713
12649,1143
12650,713
12651,4550
12652,4550
12653,4550
12654,4550
12655,4550
12656,4550
12657,4550
12658,5371
12659,4550
12660,4550
12661,4550
12662,4550
12663,364
12664,4550
12665,4550
12666,4550
12667,5372
12668,5373
12669,252
12670,5374
12671,5375
12672,4550
12673,4550
12674,4550
12675,4550
12676,4550
12677,3176
12678,2045
12679,18
12680,1058
12681,1627
12682,5376
12683,4959
12683,2179
12684,2270
12685,5249
12686,5377
12687,5378
12688,475
12689,5379
12690,4627
12691,5380
12692,1285
12693,5381
12694,5382
12695,5383
12696,3875
12697,9
12698,5384
12699,2270
12700,733
12701,16
12702,5385
12704,5386
12705,2029
12706,5387
12707,5388
12708,5025
12709,362
12711,4824
12712,587
12713,4276
12715,587
12716,543
12717,5389
12718,4671
12719,2189
12720,18
12722,4550
12723,4550
12724,4550
12725,3365
12726,4550
12727,4550
12728,4550
12729,4550
12730,4550
12731,4550
12732,4550
12733,4550
12734,4550
12735,4550
12736,248
12737,4550
12738,4550
12739,4550
12740,4550
12741,4550
12742,4550
12743,4550
12744,4550
12745,4550
12746,4550
12747,27
12748,4550
12749,4550
12750,4550
12751,4550
12752,4550
12753,4550
12754,4550
12755,4550
12756,4550
12757,4550
12758,27
12759,4550
12760,4550
12761,4550
12762,4550
12763,4550
12764,4550
12765,4550
12766,4550
12767,4550
12768,214
12769,27
12770,4550
12771,4550
12772,4550
12773,4550
12774,713
12775,713
12776,5390
12777,4218
12778,2331
12779,1072
12780,211
12781,27
12782,5391
12783,5392
12784,5393
12785,18
12786,4550
12787,4550
12788,4550
12789,2981
12790,787
12791,5394
12792,27
12793,5395
12794,5396
12795,5397
12796,5398
12797,1480
12798,5399
12800,200
12800,199
12801,2794
12802,394
12803,211
12804,314
12805,644
12806,893
12807,311
12808,775
12809,893
12810,49
12811,5400
12812,18
12813,294
12813,295
12814,839
12815,5236
12816,5401
12817,5402
12818,5403
12819,5404
12820,2882
12821,1037
12822,5405
12823,5406
12824,393
12825,214
12827,5407
12828,5408
12829,5409
12830,5410
12831,5097
12832,695
12833,5411
12834,1824
12835,1377
12836,5412
12837,1377
12838,1377
12839,1377
12840,1377
12841,1377
12842,1377
12843,1377
12844,1377
12845,1377
12846,1377
12847,3931
12848,5413
12849,5414
12850,1862
12851,5415
12852,5416
12853,5417
12854,5418
12855,5388
12856,5419
12857,5420
12857,5421
12858,4494
12859,2717
12860,1377
12861,1377
12862,1377
12863,1377
12864,1377
12865,1377
12866,1377
12867,5422
12868,1377
12869,955
12870,1377
12871,5423
12872,5424
12873,1344
12874,1839
12874,1943
12875,327
12876,314
12877,314
12878,1517
12879,526
12880,225
12881,18
12882,1420
12883,5425
12884,3114
12885,2132
12886,18
12887,18
12888,868
12889,18
12890,695
12891,5426
12892,786
12893,2304
12894,3158
12895,1697
12896,893
12897,320
12898,4645
12899,4626
12900,5427
12901,5428
12902,5429
12903,5430
12904,5431
12905,16
12906,5432
12907,5433
12908,690
12909,2971
12910,5434
12911,72
12912,1816
12913,2270
12914,5155
12915,723
12916,5435
12917,1663
12918,5436
12919,963
12920,4923
12921,739
12922,5437
12923,5438
12925,1135
12926,5439
12927,5440
12928,475
12929,2384
12930,5441
12931,4101
12932,5230
12933,5442
12934,4413
12935,2867
12936,4494
12937,383
12938,3000
12939,5443
12940,4959
12941,5444
12942,5445
12943,5446
15030,3480
15031,6162
15032,3180
15033,6163
15034,3
15035,18
15036,1778
15037,18
15038,203
15039,3114
15040,6164
15041,5744
15042,6165
15043,6166
15044,18
15045,4659
15046,6167
15047,1220
15047,50
15048,226
15049,3842
15050,6168
15051,3122
15053,1102
15054,6169
15055,16
15056,1942
15057,1942
15058,1220
15059,1942
15060,1942
15061,1942
15062,1942
15063,1942
15064,1942
15065,1942
15066,1942
15067,6170
15067,6171
15068,2236
15069,1778
15070,4335
15071,5744
15072,6172
15073,5744
15074,704
15075,6173
15075,6174
15075,6175
15076,6176
15077,1705
15078,6177
15079,3525
15080,6178
15081,3
15082,6179
15083,18
15084,6180
15084,6181
15085,6182
15086,4550
15087,448
15088,4550
15089,6176
15090,3556
15091,728
15092,6183
15092,976
15093,6184
15093,6185
15094,1260
15095,4233
15096,1553
15096,3820
15097,6186
15098,6187
15099,6188
15100,4426
15101,6189
15103,6190
15104,6191
15105,6192
15106,1420
15107,3
15108,297
15109,6193
15110,1881
15111,328
15112,4195
15113,1135
15114,1713
15115,6194
15116,1992
15117,4550
15118,2183
15119,18
15120,5430
15121,939
15122,6195
15123,2110
15124,1818
15124,1817
15125,6196
15126,3914
15127,6197
15128,3627
15129,6198
15130,6199
15130,5461
15131,18
15132,3356
15133,6200
15134,6201
15135,571
15136,6202
15137,4797
15137,6203
15137,6204
15137,6205
15137,5493
15137,5870
15137,6206
15137,6207
15138,6208
15138,6209
15138,5493
15138,6207
15138,4797
15138,6210
15138,6206
15138,6211
15139,5299
15140,5326
15141,3410
15142,6212
15143,6213
15144,74
15145,5929
15146,1942
15147,1036
15148,1942
15149,1942
15150,1942
15151,1942
15152,6214
15153,6215
15154,3627
15155,6216
15156,5046
15157,2100
15158,4626
15159,297
15160,72
15161,3474
15162,2470
15163,2711
15164,1820
15165,6217
15166,109
15167,448
15168,6218
15169,4290
15170,92
15171,6219
15172,3
15173,2612
15174,3586
15175,18
15177,5744
15178,18
15179,6220
15180,225
15181,6221
15182,2229
15183,2314
15184,222
15185,6222
15186,5216
15186,6086
15187,6223
15188,582
15189,6224
15190,6059
15191,6225
15192,6226
15193,6227
15194,6228
15196,6229
15197,289
15198,2
15199,511
15200,867
15201,1600
15202,1778
15203,6230
15204,6199
15204,5461
15205,6231
15206,6232
15207,6233
15208,6234
15209,6235
15210,6236
15211,6237
15212,18
15213,1870
15214,18
15215,3918
15216,6238
15217,6239
15218,2532
15219,2532
15220,2532
15221,2532
15222,2532
15223,2532
15224,6240
15225,79
15226,9
15227,2532
15228,3097
15229,2532
15230,6241
15231,6242
15232,38
15233,1844
15234,1040
15235,1040
15236,72
15237,327
15238,327
15239,394
15240,394
15241,2141
15242,3900
15243,644
15244,644
15245,644
15247,830
15248,4321
15249,6243
15250,5643
15251,893
15252,2991
15253,6244
15254,18
15255,4729
15256,4335
15257,6245
15258,1451
15259,3054
15260,5728
15261,1586
15262,6246
15263,18
15264,2957
15265,1181
15266,6247
15267,6248
15268,5174
15269,1068
15270,6249
15271,3535
15272,16
15273,18
15274,240
15275,1174
15276,18
15277,6250
15278,5244
15279,5461
15280,453
15281,6251
15282,18
15283,6252
15284,1070
15286,4028
15287,6253
15288,6254
15289,2364
15290,6255
15291,6256
15292,18
15293,297
15294,6257
15295,2132
15296,5744
15297,180
15298,5326
15299,5748
15300,770
15301,6258
15302,211
15303,6223
15304,60
15305,4704
15306,2364
15307,1600
15309,3796
15310,6259
15311,2488
15312,5156
15314,5156
15315,5156
15316,4972
15317,6260
15318,1360
15319,4972
15320,5156
15322,466
15323,2265
15324,2207
15325,4880
15326,3627
15327,203
15328,18
15330,6261
15331,429
15332,6262
15333,1981
15334,5839
15335,2867
15336,4128
15337,618
15338,1271
15339,18
15340,1816
15341,1816
15342,1816
15343,1816
15344,1816
15345,1816
15346,1816
15347,1135
15348,2991
15349,6263
15350,6264
15351,6265
15352,6266
15353,18
15354,6267
15355,6268
15356,6269
15358,6270
15359,6271
15360,1477
15361,6272
15362,6273
15363,6274
15364,3
15365,6275
15366,6276
15367,6277
15368,6278
15369,5643
15370,6279
15371,6280
15372,6281
15373,6282
15374,6283
15375,6284
15376,6285
15377,1600
15378,6286
15379,45
15380,2353
15381,6287
15382,6288
15383,6286
15384,6289
15385,6290
15386,3627
15387,6291
15388,16
15389,2340
15390,6292
15391,6293
15392,6294
15393,6295
15394,6296
15395,448
15396,6297
15397,6298
15398,6299
15399,6300
15400,1450
15400,4955
15401,5700
15402,1369
15403,337
15405,6301
15406,6302
15407,1297
15408,6276
15409,3
15410,6303
15411,6304
15412,4645
15413,2956
15414,6305
15415,4645
15416,6306
15416,6307
15417,3
15418,6308
15419,6309
15420,6310
15421,6311
15422,6311
15423,5870
15425,6312
15426,6313
15427,4143
15428,3611
15429,4195
15430,6314
15431,6315
15432,4207
15433,6316
15434,5743
15435,2352
15436,18
15437,6317
15438,6318
15439,1440
15440,39
15442,362
15443,1904
15444,1601
15445,370
15446,942
15447,6319
15448,6320
15449,27
15450,189
15451,942
15452,6321
15453,1825
15453,3612
15454,6322
15455,6323
15456,6324
15457,6325
15458,6326
15459,6327
15460,6328
15461,6329
15462,6330
15463,6331
15464,6332
15465,6333
15465,5560
15466,139
15467,3368
15468,6334
15469,6326
15470,6335
15472,713
15473,1566
15474,639
15475,3299
15476,18
15477,3236
15478,6336
15479,6059
15480,6326
15481,6337
15482,4195
15483,3612
15483,1825
15484,3520
15485,2442
15486,2
15487,189
15488,139
15489,3
15490,6338
15491,1482
15492,1261
15493,6339
15494,6059
15495,6340
15496,512
15497,6341
15498,364
15499,6342
15500,6343
15501,6344
15502,1023
15503,6274
15504,6345
15505,1377
15506,5879
15507,6346
15508,6347
15509,6348
15509,6349
15510,1411
15511,6350
15512,6351
15513,6352
15514,5744
15515,5870
15516,6353
15517,18
15518,327
15519,1601
15520,6354
15521,1135
15522,6355
15523,469
15524,1138
15525,2
15528,4335
15529,5426
15530,4823
15531,211
15532,1827
15533,471
15534,1454
15535,6356
15536,999
12944,5183
12945,2179
12945,4959
12945,5447
12947,497
12948,5448
12949,544
12950,739
12951,5449
12952,5450
12953,488
12954,3930
12955,5444
12956,5451
12957,948
12958,587
12959,5452
12960,5453
12961,2856
12962,5454
12963,1295
12964,5455
12965,5456
12966,5457
12967,1532
12968,5458
12969,2410
12970,4107
12971,5459
12972,5447
12973,5058
12974,5460
12975,3170
12976,5461
12977,130
12978,5462
12980,2410
12981,5463
12982,2372
12983,5464
12984,5465
12985,3029
12986,5230
12987,189
12988,3930
12989,5466
12990,3522
12991,2410
12992,5467
12993,607
12994,607
12995,607
12996,607
12997,607
12998,607
12999,607
13000,607
13001,607
13002,4729
13003,2410
13004,543
13005,607
13006,607
13007,607
13008,607
13009,607
13010,607
13011,607
13012,607
13013,607
13014,497
13015,607
13016,607
13017,607
13018,607
13019,607
13020,607
13021,607
13022,607
13023,607
13024,607
13025,5468
13026,607
13027,607
13028,2197
13030,5469
13030,5470
13031,607
13032,607
13033,607
13034,607
13035,607
13036,2061
13037,607
13038,607
13039,607
13040,607
13041,607
13042,607
13043,607
13044,607
13045,607
13046,607
13047,5471
13048,607
13049,607
13050,607
13051,607
13052,607
13053,607
13054,607
13055,607
13056,607
13057,607
13058,345
13059,607
13060,607
13061,607
13062,607
13063,607
13064,607
13065,607
13066,607
13067,607
13068,706
13069,5472
13070,5101
13071,5473
13072,5474
13073,1388
13074,5475
13075,5476
13076,5477
13077,1827
13078,314
13079,314
13080,1259
13081,225
13082,225
13083,225
13084,225
13085,2577
13087,5478
13088,1135
13089,18
13090,5479
13091,1259
13092,5480
13093,106
13094,5437
13095,5481
13096,5482
13097,5483
13098,5484
13099,4306
13100,690
13101,5485
13101,5486
13102,1259
13103,5487
13103,5488
13104,5489
13105,4858
13106,1204
13107,1026
13108,5490
13109,5491
13110,4440
13111,5492
13112,5493
13113,424
13114,1259
13115,3493
13116,5494
13117,5495
13118,5496
13119,5497
13120,285
13121,5498
13122,1446
13123,1446
13124,1446
13125,1932
13126,5101
13127,543
13128,4550
13129,607
13130,5499
13131,3220
13132,469
13133,5500
13134,18
13135,5501
13136,1932
13137,5502
13138,366
13139,5503
13140,3097
13140,5216
13141,72
13142,994
13143,18
13144,5504
13145,5499
13146,5505
13147,1778
13148,5506
13149,696
13150,5101
13151,5507
13152,3414
13153,3261
13154,2270
13155,5508
13156,5509
13157,344
13158,5510
13159,5511
13160,4431
13161,1026
13162,3556
13163,2270
13164,2270
13165,240
13166,955
13167,444
13168,2717
13169,1259
13170,4696
13171,2881
13172,5512
13173,5513
13173,5514
13174,5515
13175,5252
13176,2
13177,4376
13178,5516
13179,4663
13180,1135
13181,2882
13182,5220
13183,5517
13184,2885
13185,781
13186,5518
13187,4370
13188,5460
13189,5519
13190,4383
13191,5520
13192,544
13193,4550
13194,1892
13195,5521
13196,5522
13197,5492
13198,49
13199,5523
13200,2215
13201,936
13202,5524
13203,5525
13204,5526
13205,3609
13206,1376
13207,5095
13208,2470
13209,1982
13210,1321
13211,2974
13212,640
13213,5527
13214,280
13215,5528
13216,5468
13217,1181
13218,229
13219,5529
13220,5530
13221,5395
13222,18
13223,5531
13224,362
13225,5532
13226,5533
13227,2364
13228,18
13229,1221
13230,72
13231,5534
13232,696
13233,5535
13234,164
13235,5536
13236,880
13237,1478
13238,2854
13239,5537
13240,240
13241,49
13242,2898
13243,5538
13244,5539
13245,5540
13246,5541
13247,5542
13248,5476
13249,3220
13250,5543
13250,5544
13251,2110
13252,5545
13253,5546
13253,5547
13254,5548
13255,375
13256,375
13257,375
13258,1259
13259,375
13260,375
13261,225
13262,366
13263,366
13264,366
13265,211
13266,5549
13267,5550
13268,18
13269,1260
13270,4333
13271,1451
13272,2612
13273,5551
13274,2732
13275,234
13276,253
13277,2171
13278,4025
13278,5552
13279,5553
13280,1778
13281,5554
13282,5555
13283,18
13284,5556
13285,5557
13286,1492
13287,5558
13288,5559
13289,593
13290,1147
13291,671
13292,5560
13292,5561
13293,5562
13295,5490
13297,4177
13298,4121
13299,5563
13299,2906
13300,225
13301,225
13302,2520
13303,211
13304,211
13305,5564
13306,5565
13307,5566
13308,5567
13309,5568
13310,5569
13311,5570
13312,690
13313,5571
13314,5572
13315,5573
13316,5574
13317,18
13318,5575
13319,5576
13320,690
13321,5577
13322,5578
13323,3114
13324,1943
13325,5579
13326,5580
13327,5581
13328,1260
13329,366
13330,5582
13331,5583
13332,479
13333,295
13333,294
13334,5096
13335,447
13336,362
13338,955
13339,5584
13339,5585
13339,5586
13340,5587
13341,973
13342,5588
13343,5589
13344,5590
13345,5591
13346,5592
13348,1009
13349,5099
13350,5593
13351,229
13352,1725
13353,5594
13354,587
13355,1453
13356,5595
13357,3599
13358,1824
13359,1009
13360,3874
13361,4503
13362,253
13363,5596
13364,956
13365,3
13366,5597
13367,5058
13368,5598
13369,5599
13370,1009
13371,3145
13372,377
13373,1015
13374,1676
13375,4930
13376,5600
13377,5601
13378,5602
13379,5603
13380,2884
13381,1009
13382,18
13383,5604
13384,5605
13386,5606
13387,2
13388,5607
13389,944
13390,270
13391,5608
13392,1009
13393,5609
13394,18
13395,5610
13396,1355
13397,5611
13398,16
13399,5612
13400,5613
13401,5614
13402,132
13403,1009
13404,690
13405,3820
13405,1553
13406,4613
13407,5145
13408,3964
13409,5615
13410,1982
13411,5616
13412,4858
13413,488
13414,1009
13415,1821
13416,2711
13417,3
13418,5521
13419,5617
13420,5618
13421,135
13422,5619
13423,4684
13423,3784
13424,1542
13425,1009
13426,3
13427,5620
13427,5621
13428,2217
13430,5622
13431,4372
13432,3599
13433,5623
13434,4663
13435,5624
13436,1009
13437,1898
13439,1698
13440,2427
13441,249
13442,5625
13443,5626
13444,5627
13445,5628
13446,5629
13447,314
13448,1009
13449,5630
13450,276
13451,5631
13452,3
13453,211
13454,5632
13455,5633
13456,5634
13457,5635
13458,5636
13459,1009
13460,5637
13461,1991
13462,5638
13463,5639
13464,5640
13465,5641
13466,2394
13467,1646
13468,3533
13469,5642
13470,1009
13471,5643
13472,1827
13473,5644
13474,4708
13475,5645
13476,3652
13477,18
13478,18
13479,84
13480,5646
13481,1009
13482,18
13483,5647
13484,5648
13485,18
13486,5649
13486,5650
13487,5651
13488,5652
13489,5653
13490,18
13491,5654
13492,1009
13493,5655
13494,5656
13496,5657
13497,930
13498,1450
13499,2946
13500,2933
13501,4930
13502,18
13503,1009
13504,5658
13505,5659
13505,5660
13506,841
13507,5661
13508,5662
13509,3809
13510,1676
13511,5663
13512,2366
13513,1600
13514,1009
13515,5664
13516,18
13517,3
13518,229
13519,2612
13520,3504
13521,787
13522,5665
13523,5666
13524,5667
13524,5668
13525,1009
13526,5669
13527,5670
13528,18
13529,5671
13530,5672
13531,3735
13532,5673
13533,5674
13534,18
13536,1009
13537,3054
13538,5675
13540,5676
13541,5677
13542,1992
13543,229
13544,18
13545,5678
13546,5679
13547,1009
13548,5680
13549,47
13550,5681
13551,5682
13551,5683
13552,5684
13553,5685
13554,11
13555,5686
13556,109
13557,18
13558,2209
13559,1009
13560,5687
13561,5688
13562,5687
13563,5687
13564,5687
13565,5687
13566,5687
13567,5687
13568,5687
13569,5689
13570,1009
13571,1646
13572,5359
13573,5690
13574,5691
13575,3000
13576,4756
13577,5692
13578,5693
13579,5692
13579,5694
13580,1143
13581,1009
13582,5695
13583,5696
13584,5697
13586,690
13587,49
13588,5698
13589,5699
13590,932
13592,1009
13593,1420
13594,5700
13595,512
13596,12
13597,253
13598,2255
13599,5701
13600,5702
13601,2789
13602,5703
13603,1009
13605,2891
13606,18
13607,512
13608,5704
13609,4335
13610,361
13611,1376
13612,5705
13613,3609
13614,1135
13615,18
13616,640
13617,640
13618,5706
13619,5707
13620,5708
13622,5709
13623,5710
13625,1135
13626,5711
13627,5712
13628,5713
13629,5714
13630,2262
13631,593
13632,5715
13633,5716
13634,5017
13635,5717
13636,1135
13637,5718
13638,5687
13639,5687
13640,5687
13641,5687
13642,5687
13643,5687
13644,1026
13645,2612
13645,5719
13646,5720
13647,248
13648,2856
13649,5721
13649,4090
13650,4645
13651,3422
13652,2247
13653,5722
13654,5723
13655,5724
13656,5725
13657,5712
13658,248
13659,512
13660,512
13661,3183
13662,2091
13663,5726
13664,3747
13666,1143
13667,2294
13668,5727
13669,893
13670,248
13671,18
13672,5728
13673,5729
13674,5730
13675,5731
13676,2841
13677,5732
13678,37
13679,3
13680,5733
13681,1778
13682,4741
13683,5734
13685,18
13686,5735
13687,3679
13688,3679
13689,3679
13690,3679
13691,5736
13692,1533
13693,207
13694,5359
13695,5737
13696,5738
13697,5739
13699,5712
13700,5740
13701,291
13702,4696
13703,370
13704,5741
13705,5742
13706,5743
13706,5744
13707,3915
13708,1042
13711,5745
13712,5744
13712,5743
13713,18
13714,1778
13715,1517
13716,1517
13717,5743
13717,5744
13718,1632
13719,5746
13720,5747
13721,5748
13722,5749
13723,1870
13724,408
13725,2
13726,5750
13728,229
13729,5751
13730,5278
13731,5752
13732,2767
13733,314
13734,5753
13735,5754
13736,2
13737,1848
13738,5755
13739,893
13740,5756
13741,5757
13742,2364
13743,5758
13744,3114
13745,5759
13746,18
13747,2
13748,4973
13749,5760
13750,4399
13752,5761
13753,18
13754,5762
13755,640
13756,5763
13758,2
13759,18
13760,5764
13761,1943
13762,5765
13763,5766
13763,3586
13763,5767
13764,4858
13765,4858
13766,2809
13767,3
13768,43
13769,2
13770,3321
13771,2250
13772,4589
13773,5768
13774,1705
13775,3180
13776,5769
13777,5770
13778,5771
13780,461
13781,2
13782,5772
13783,5773
13783,5774
13783,868
13783,1258
13783,5775
13784,18
13785,5776
13786,3
13787,3170
13788,116
13789,5777
13790,3
13791,5778
13792,2
13793,5779
13794,5780
13795,3180
13796,5781
13797,5782
13798,5712
13799,18
13800,5783
13801,4851
13802,18
13803,2
13804,5213
13805,1148
13806,3820
13807,4190
13808,593
13809,5131
13809,5784
13809,5785
13810,5786
13811,5787
13812,566
13813,18
13814,2
13816,37
13817,5679
13818,2364
13819,2270
13820,326
13821,47
13822,425
13823,1339
13824,311
13825,2
13826,1627
13827,3600
13828,1627
13829,5788
13830,1202
13831,775
13831,5391
13832,640
13833,5776
13834,1870
13835,180
13836,2
13837,1143
13838,253
13839,5789
13840,425
13841,587
13842,361
13843,4129
13844,5790
13845,5791
13846,5792
13847,2
13848,18
13849,2786
13850,5793
13851,32
13852,515
13853,180
13854,5794
13855,3627
13856,5795
13857,5252
13858,2
13859,5796
13860,5797
13861,5798
13862,5799
13863,3679
13864,4729
13865,5800
13866,4729
13867,2356
13868,2590
13869,2
13870,4729
13871,5801
13872,5802
13873,1646
13874,5803
13875,5804
13876,18
13877,5805
